ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias,StelleZustaendigeDienststelle,Name
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104592,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104599,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104600,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104605,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104606,81450,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104607,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104608,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104610,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104612,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104613,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104624,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104626,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104628,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104629,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104637,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104638,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104639,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104642,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104643,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104647,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104651,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104656,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104660,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104666,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104668,81421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__104669,,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104672,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104674,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104679,80080,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104681,81401,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104683,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104684,80170,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104685,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104687,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104693,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104700,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104702,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104705,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104706,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104707,81421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__104709,,KGA Seestraßeninsel
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104711,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104721,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104725,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104730,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104733,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104742,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104746,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104747,81405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104749,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104754,81601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104756,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104758,81350,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104759,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104761,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104765,80170,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104767,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104769,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104772,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104784,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104786,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104787,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104789,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104790,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104792,81405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104796,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104797,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104800,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104801,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104802,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104807,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104809,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104817,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104819,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104822,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104828,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104831,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104834,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104836,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104838,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104840,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104843,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104847,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104852,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104857,81401,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104858,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104860,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104864,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104867,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104877,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104878,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104884,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104890,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104896,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104905,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104914,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104915,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104920,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104921,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104927,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104933,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104940,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104945,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104946,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104956,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104961,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104963,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104965,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104966,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104968,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104976,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104980,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104984,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104985,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104986,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104996,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104999,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105014,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105015,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105036,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105039,81405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105052,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105062,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105071,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105073,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105105,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105109,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105122,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105136,81350,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105137,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105145,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105153,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105156,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105157,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105179,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105182,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105185,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105187,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105201,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105205,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105218,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105224,81601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105234,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105236,81450,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105248,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105263,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105264,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105266,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105288,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105294,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105302,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105316,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105319,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105332,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105335,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105357,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105382,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105389,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105412,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105415,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105434,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105443,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105456,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105458,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105462,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105465,81406,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__105470,,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105471,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105479,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105495,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105527,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105541,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105551,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105562,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105574,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105579,81401,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105583,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105584,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105594,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105618,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105619,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105634,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105644,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105655,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105661,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105673,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105686,81601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105690,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105703,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105711,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105712,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105727,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105741,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105743,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105744,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105747,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105762,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105786,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105796,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105804,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105821,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105824,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105867,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105870,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105878,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105881,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105888,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105891,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105909,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105922,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105935,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105962,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105977,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105986,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__105993,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__106216,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__106522,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__106950,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__131145,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__131904,84422,
