ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias,StelleZustaendigeDienststelle,Name
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30599,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30605,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30608,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30612,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30619,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30621,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30629,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30632,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30635,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30639,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30640,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30658,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30659,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30660,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30672,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30674,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30677,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30679,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30681,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30701,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30703,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30707,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30713,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30716,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30717,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30718,,
1110,Bundesautobahn,AX_KlassifizierungNachStrassenrecht,F8__30719,,
1110,Bundesautobahn,AX_KlassifizierungNachStrassenrecht,F8__30720,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30722,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30752,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30765,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30772,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30774,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30775,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30789,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30793,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30794,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30798,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30800,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30803,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30807,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30808,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30817,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30821,,
1120,Bundesstraße,AX_KlassifizierungNachStrassenrecht,F8__30837,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30840,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30843,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30844,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30845,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30853,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30855,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30857,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30859,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30865,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30870,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30876,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30883,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30884,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30891,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30895,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30896,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30901,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30905,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30910,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30919,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30920,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30926,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30929,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30939,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30940,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30943,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30946,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30952,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30953,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30954,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__30955,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30957,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30964,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30966,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30967,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30974,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30980,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30982,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30983,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30996,,
1150,Gemeindestraße,AX_KlassifizierungNachStrassenrecht,F8__30997,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__31394,,
1100,Klassifizierung nach Bundes- oder Landesstraßengesetz,AX_KlassifizierungNachStrassenrecht,F8__31604,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55141,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__55178,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55212,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55240,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55285,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55319,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55356,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55357,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55422,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__55460,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55524,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55534,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55536,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55558,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__55607,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55634,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55638,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__55789,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55831,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__55859,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55895,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__55960,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56011,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56033,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56095,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56107,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56113,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56130,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56149,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56164,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56167,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__56174,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56389,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__56398,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__56488,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56571,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56636,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56665,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56672,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56678,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56679,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56725,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56768,,
1310,Gewässer I. Ordnung - Bundeswasserstraße,AX_KlassifizierungNachWasserrecht,F8__56792,,
1300,Klassifizierung nach Bundes- oder Landeswassergesetz,AX_KlassifizierungNachWasserrecht,F8__56804,,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58877,84371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58887,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58893,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58894,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58896,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__58910,,Gaußstraße
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58915,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__58916,,Zukunft
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58919,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__58922,,Klein- garten-,anlage,damm,Am,Am Heckerdamm,Hecker-
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__58923,,Klein- garten-,anlage,damm,Am,Am Heckerdamm,Hecker-
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58946,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58948,84422,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__58952,,Atlantis Stichkanal-Wickelshof
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58957,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58958,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58962,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__58966,,Dreilinden
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__58979,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59003,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59007,,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59012,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59020,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59023,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59028,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59048,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59050,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59063,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59066,84406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59069,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59076,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59080,84406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59084,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59091,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59095,84405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59098,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59100,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59102,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59112,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59118,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59124,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59134,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59140,,Loewe
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59142,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59146,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59151,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59157,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59162,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59165,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59180,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59184,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59185,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59214,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59221,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59234,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59235,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59262,84405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59266,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59281,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59296,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59300,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59306,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59307,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59322,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59330,80061,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59332,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59338,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59365,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59369,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59379,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59380,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59387,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59402,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59405,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59414,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59417,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59419,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59427,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59431,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59435,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59445,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59446,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59450,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59456,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59466,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59474,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59477,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59491,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59495,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59502,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59509,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59512,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59526,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59542,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59543,,Wiese Karlshofer
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59546,,Wiesengrund
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59552,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59554,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59555,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59561,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59564,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59565,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59568,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59584,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59587,84373,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59588,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59590,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59597,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59598,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59601,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59611,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59613,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59614,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59616,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59626,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59628,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59633,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59638,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59643,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59646,80140,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59647,84350,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59649,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59655,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59656,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59658,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59667,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59707,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59713,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59717,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59748,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59752,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59754,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59760,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59769,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59773,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59778,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59780,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59786,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59816,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59823,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59825,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59833,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59835,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59837,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59845,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59847,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59855,,Heimat
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59866,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59873,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59882,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59891,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59901,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59905,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59907,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59912,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59917,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59923,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59927,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59930,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59931,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59935,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59936,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59940,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59943,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59945,,Pferdemarkt
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59949,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59951,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59955,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59957,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59971,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59976,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__59983,,zu Gerickeshof
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__59996,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60007,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60012,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60015,80140,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60020,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60027,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60029,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60048,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60053,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60054,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60066,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60080,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60084,,Frischer Wind
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60093,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60105,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60106,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60111,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60113,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60117,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60122,84421,
