ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__8941
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__8942
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__8956
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__8967
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__8968
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__8969
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__8970
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__8985
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9002
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9004
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9008
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9143
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9257
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9282
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9370
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9411
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9565
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__9566
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__9567
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9670
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9716
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9771
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9796
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9800
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__9801
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__9802
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9953
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9974
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__9990
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10027
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10046
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10110
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__10111
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__10112
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10166
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10225
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__10226
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__10227
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10296
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10304
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10388
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__10389
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__10390
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10391
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10409
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__10449
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89394
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89395
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89396
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89440
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89441
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89442
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89443
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89469
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89470
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89471
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89476
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89499
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89503
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89504
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89505
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89506
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89507
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89508
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89510
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89517
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89549
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89557
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89560
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89564
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89573
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89606
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89607
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89613
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89614
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89615
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89621
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89622
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89637
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89638
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89682
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89683
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89684
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89704
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89705
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89706
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89707
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89717
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89721
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89722
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89723
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89727
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89756
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89757
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89758
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89765
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89780
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89781
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89782
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89798
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89799
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89800
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89802
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89804
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89805
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89806
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89810
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89824
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89825
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__89826
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89840
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89845
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89852
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89883
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89906
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89915
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__89916
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89924
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89953
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__89989
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90020
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90021
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90022
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90023
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90028
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90029
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90030
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90060
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90061
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90062
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90084
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90101
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90116
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90117
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90118
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90148
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90172
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90175
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90180
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90183
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90184
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90185
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90193
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90194
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90195
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90219
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90223
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90224
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90257
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90258
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90259
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90264
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90265
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90266
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90321
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90322
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90323
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90339
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90342
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90372
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90378
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90379
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90380
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90381
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90406
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90408
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90409
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90410
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90430
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90483
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90484
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90487
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90506
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90549
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90566
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90567
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90568
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90577
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90578
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90579
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90580
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90584
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90592
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90607
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90620
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90643
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90644
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90645
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90646
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90668
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90669
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90670
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90681
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90686
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90687
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90688
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90697
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90698
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90701
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90728
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90752
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90753
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90754
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90758
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90793
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90801
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90802
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90803
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90819
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90820
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90821
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90830
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90831
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90832
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90839
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90841
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90842
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90843
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90852
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90853
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90854
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90855
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90864
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90869
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90870
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90871
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90873
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90874
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90875
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90876
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90878
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90884
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90888
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90889
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90890
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90893
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90894
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90895
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90897
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90913
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90915
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90918
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90919
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90920
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90921
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90922
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90923
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90924
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90925
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90926
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90927
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90928
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90929
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90935
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90936
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90942
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90952
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90953
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90954
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90957
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90958
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90959
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90977
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90984
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90986
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__90987
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__90988
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__90992
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91001
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91003
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91004
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91010
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91016
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91019
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91020
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91021
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91022
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91023
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91024
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91028
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91029
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91030
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91035
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91037
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91038
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91040
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91043
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91046
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91047
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91048
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91049
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91052
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91054
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91057
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91063
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91064
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91065
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91066
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91071
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91072
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91073
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91080
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91089
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91091
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91092
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91093
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91097
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91099
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91100
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91101
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91109
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91113
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91115
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91122
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91128
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91129
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91130
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91131
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91137
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91138
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91139
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91140
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91141
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91143
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91146
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91150
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91153
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91154
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91155
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91156
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91159
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91160
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91161
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91162
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91163
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91164
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91168
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91171
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91172
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91173
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91176
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91177
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91178
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91179
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91180
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91181
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91183
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91184
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91197
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91200
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91201
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91202
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91208
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91209
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91210
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91217
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91231
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91233
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91235
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91239
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91243
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91248
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91249
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91250
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91259
