ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93894
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93912
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__93913
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__93914
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93939
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__93940
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__93941
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93953
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94030
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94031
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94032
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94036
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94080
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94081
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94082
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94091
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94095
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94139
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94140
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94141
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94157
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94158
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94186
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94192
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94193
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94194
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94220
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94221
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94222
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94244
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94250
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94251
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94252
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94298
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94332
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94333
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__94334
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94342
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94362
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94436
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94452
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94526
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94527
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94532
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94544
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94548
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94642
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94649
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94652
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94689
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94722
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94862
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94863
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94919
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94983
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__94991
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__94992
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__95005
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__95049
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__95050
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__95051
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96792
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96793
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96794
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96803
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96804
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96806
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96814
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96826
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96827
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96828
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96841
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96842
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96843
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96846
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96848
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96849
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96850
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96866
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96867
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96868
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96869
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96870
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96871
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96881
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96882
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96883
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96897
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96919
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96920
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96921
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96922
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96923
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96924
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96933
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96939
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96943
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96952
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96958
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96959
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96960
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96961
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96974
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96979
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96980
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__96981
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__96997
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__96998
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97014
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97029
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97030
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97051
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97053
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97062
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97063
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97064
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97072
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97073
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97074
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97075
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97088
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97089
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97093
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97094
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97099
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97106
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97108
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97130
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97134
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97140
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97144
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97149
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97150
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97151
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97153
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97154
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97164
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97165
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97166
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97167
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97168
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97169
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97170
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97171
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97172
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97191
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97198
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97199
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97200
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97221
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97226
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97227
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97228
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97229
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97230
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97231
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97250
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97259
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97271
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97272
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97287
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97288
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97289
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97297
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97298
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97299
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97300
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97316
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97317
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97318
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97330
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97335
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97351
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97355
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97365
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97366
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97367
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97368
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97369
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97385
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97387
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97388
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97389
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97413
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97421
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97422
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97426
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97434
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97439
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97448
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97450
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97464
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97472
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97475
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97476
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97477
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97479
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97485
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97486
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97487
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97492
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97493
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97494
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97495
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97524
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97527
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97532
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97533
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97534
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97537
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97564
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97565
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97566
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97567
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97568
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97571
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97575
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97580
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97595
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97597
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97598
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97603
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97605
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97634
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97651
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97654
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97655
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97656
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97658
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97664
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97665
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97666
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97686
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97694
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97699
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97700
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97701
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97705
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97707
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97715
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97716
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97717
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97726
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97727
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97738
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97739
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97740
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97741
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97742
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97743
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97744
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97745
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97757
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97758
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97759
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97764
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97765
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97766
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97772
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97774
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97775
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97776
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97777
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97778
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97779
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97784
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97786
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97794
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97795
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97811
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97814
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97815
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97816
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97819
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97820
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97821
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97822
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97823
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97824
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97825
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97826
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97828
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97829
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97830
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97831
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97836
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97837
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97838
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97843
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97845
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97851
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97861
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97862
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97885
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97890
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97899
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97901
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97911
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97926
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97932
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97948
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97949
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97950
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97960
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97968
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97969
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97972
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97973
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97974
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97976
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97982
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97990
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__97991
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__97992
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97994
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__97999
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98002
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98005
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98006
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98007
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98015
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98016
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98019
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98024
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98025
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98026
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98041
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98042
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98043
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98046
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98057
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98062
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98075
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98076
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98077
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98095
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98103
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98104
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98106
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98107
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98108
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98117
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98127
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98130
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98131
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98132
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98134
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98135
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98136
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98142
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98151
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98155
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98168
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98186
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98197
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98198
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98220
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98225
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98228
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98236
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98237
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98238
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98241
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98243
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98244
