Beschaffenheit_schluessel,Beschaffenheit_bezeichnung,AAA-Beschreibung,alias
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77358
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77362
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77365
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77368
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77371
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77373
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77375
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77376
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77382
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77385
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77390
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77394
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77396
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77401
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77407
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77409
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77410
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77412
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77413
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77417
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77419
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77426
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77427
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77430
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77433
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77436
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77438
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77447
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77449
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77452
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77457
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77466
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77467
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77473
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__77476
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77478
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77480
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77483
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77484
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77486
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77488
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77490
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77491
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77492
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77493
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77494
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77496
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77497
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77499
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77504
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77505
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77507
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77511
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77520
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77521
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77522
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77524
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77525
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77527
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77528
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77529
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77532
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77534
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77535
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77537
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77538
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77539
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77540
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77542
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77543
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77553
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77554
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77560
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77561
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77562
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77571
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77578
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77580
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77582
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77589
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77590
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77600
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77604
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77605
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77606
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77616
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77617
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77620
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77622
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77623
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77626
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77629
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77631
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77633
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77638
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77639
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77640
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77645
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77647
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77648
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77654
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77659
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77664
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77669
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77673
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77687
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77688
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77689
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77692
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77697
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77698
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77700
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77702
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77705
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77707
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77708
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77709
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77716
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77723
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77724
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77730
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77731
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77732
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77733
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77735
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77740
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77742
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77744
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77747
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77756
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77760
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77762
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77763
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77764
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77766
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77768
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77769
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77770
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77781
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77783
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77786
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77789
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77790
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77791
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77794
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77795
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77798
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77799
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77801
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77804
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77807
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77817
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77822
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77824
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77825
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77831
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77833
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77838
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77847
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77849
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77850
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77853
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77854
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77855
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77858
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77861
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77862
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77865
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77869
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77872
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77879
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77880
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77883
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77888
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77890
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77891
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77896
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77903
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77904
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77906
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77912
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77919
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77920
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77924
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77931
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__77933
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77935
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77939
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77943
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77944
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77947
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77951
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77955
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77958
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77959
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77963
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77964
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77965
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77966
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77972
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77980
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77981
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77983
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77986
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77988
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__77997
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__77999
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78000
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78005
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78007
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78008
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78015
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78019
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78021
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78028
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78029
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78031
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78033
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78035
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78039
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78045
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78046
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78048
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78050
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78051
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78054
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78059
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78061
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78066
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78067
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78069
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78070
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78073
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78076
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78078
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78082
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78085
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78087
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78090
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78091
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78092
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78097
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78100
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78105
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78111
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78112
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78117
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78118
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78119
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78123
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78126
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78128
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78131
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78132
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78133
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78137
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78139
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78140
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78142
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78143
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78146
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78151
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78152
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78157
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78158
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78162
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78164
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78165
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78168
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78172
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78175
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78178
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78180
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78182
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78183
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78184
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78187
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__78191
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78193
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78196
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78197
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78199
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78201
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78205
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78206
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78207
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78208
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78209
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78211
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78212
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78215
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78218
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78219
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78222
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78224
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78226
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78229
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78233
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78236
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78237
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__78242
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78243
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78252
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78255
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__78256
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78257
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78258
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78264
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78272
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78274
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78276
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78278
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78282
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78286
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78288
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78289
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78292
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78296
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78297
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78301
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78302
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78304
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78305
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78311
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78313
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78320
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78328
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78330
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78332
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78337
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78339
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78341
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78343
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78346
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78347
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78349
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78355
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78356
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78357
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78358
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78359
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78361
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78366
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78367
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78368
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78371
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78372
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78375
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78381
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78382
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78387
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78392
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78395
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78398
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78400
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78405
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78408
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78411
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78420
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78421
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78423
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78424
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78434
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78435
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78438
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78442
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78446
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78449
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78451
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78452
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78458
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78459
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78464
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78468
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__78471
