Beschaffenheit_schluessel,Beschaffenheit_bezeichnung,AAA-Beschreibung,alias
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73613
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73614
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73616
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73620
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73623
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73626
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73628
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73629
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73631
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73632
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73633
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73636
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73637
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73639
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73647
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73649
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73650
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__73652
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73654
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73657
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73658
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73659
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73660
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73662
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73663
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73664
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73667
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73668
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73674
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73677
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73682
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73686
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73687
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73691
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73692
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73693
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73698
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73700
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73702
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73706
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73711
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73712
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73713
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73717
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73722
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73728
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73730
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73733
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73734
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73739
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__73740
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73741
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73742
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73748
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73751
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73757
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__73759
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73766
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73767
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73769
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73772
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73773
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73774
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73775
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73778
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73780
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73781
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73783
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73784
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73785
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73787
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73788
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73790
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73792
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73795
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73798
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73801
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73805
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73809
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73811
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73812
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73813
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73819
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73822
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73823
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73827
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73842
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73845
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73854
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73855
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73857
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73858
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73863
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73867
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73868
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73873
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73875
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73876
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73877
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73878
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73880
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73882
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73883
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73884
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73886
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73888
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73892
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73898
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73899
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73900
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73902
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73905
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73906
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73908
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73910
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73912
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73915
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73918
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73922
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73924
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73926
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73929
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73932
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73933
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73936
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73941
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73944
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73946
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73947
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73949
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73950
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73956
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73957
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73960
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73961
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73964
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73967
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73969
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73971
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73973
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73974
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73975
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73976
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73980
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73982
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73984
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73985
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73986
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73987
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73988
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73989
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73996
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73997
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__73998
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74000
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74002
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74005
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74011
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74016
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74017
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74018
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74020
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74021
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74024
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74027
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74029
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74032
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74033
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74035
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74038
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74039
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74042
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74043
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74045
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74052
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74055
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74057
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74058
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74063
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74064
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74067
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74072
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74075
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74077
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74078
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74085
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74086
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74089
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74090
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74096
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74102
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74103
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74106
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74107
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74108
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74109
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74112
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74116
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74120
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74126
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74127
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74129
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74130
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74131
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74132
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74133
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74135
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74137
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74145
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74150
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74153
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74154
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74155
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74156
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74158
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74159
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74160
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74163
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74165
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74167
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74168
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74178
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74181
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74182
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74186
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74191
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74193
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74195
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74200
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74208
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74210
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74214
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74216
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74217
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74218
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74219
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74226
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74229
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74230
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74235
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74237
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74242
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74245
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74246
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74247
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74250
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74252
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74253
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74254
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74257
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74259
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74262
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74263
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74265
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74269
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74273
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74274
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74278
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74279
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74282
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74283
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74286
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74287
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74288
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74290
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74291
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74292
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74295
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74296
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74299
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74302
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74306
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74308
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74309
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74310
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74313
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74314
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74315
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74319
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74320
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74321
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74322
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74323
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74325
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74327
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74330
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74335
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74336
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74340
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74341
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74345
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74350
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74354
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74356
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74357
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74362
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74365
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74367
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74368
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74373
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74376
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74377
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74380
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74381
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74382
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74383
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74385
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74387
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74389
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74391
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74392
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74393
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74400
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74401
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74402
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74406
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74408
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74409
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74411
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74413
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74418
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74420
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74423
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74426
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74427
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74428
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74429
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74430
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74432
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74433
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74447
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74448
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74451
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74452
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74457
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74462
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74463
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74464
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74465
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74469
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74473
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74474
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74475
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74476
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74477
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74483
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74484
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74486
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74491
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74492
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74493
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74494
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74495
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74496
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74498
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74499
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74504
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74505
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74511
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74515
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74520
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74521
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74522
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74530
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74553
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74554
4000,Trennlinie nicht eindeutig festgelegt,AX_BesondereGebaeudelinie,F12__74555
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74559
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74568
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74569
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74570
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74572
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74595
1000,Offene Gebäudelinie,AX_BesondereGebaeudelinie,F12__74598
