ID_ORIG,NAME,LAENGE,DTV,SLKW,LLKW,BUS,KRAD,N_BETROF,EM_NOX,EM_PM10,EM_PM25,GNO2_M,GPM10_M,GPM25_M,MB5_EMNOX,MB5_EM_PM1,MB5_EMPM25,MB5_GNO2,MB5_GPM10,MB5_GPM25,alias
1929,Friedrich-Krause-Ufer,43.6,10920,131,808,33,109,2,2.92,0.65,0.37,21.76,29.78,18.75,-30.81,-6.96,-11.45,-19.91,-0.82,-1.46,1702
1930,Friedrich-Krause-Ufer,157.57,10920,131,808,33,109,60,2.92,0.65,0.37,18.64,26.54,17.38,-30.81,-6.96,-11.45,-17.03,-0.53,-0.97,1703
1944,Alt-Moabit,76.82,23855,549,1885,620,334,53,8.44,1.8,1.04,23.26,27.85,18.28,-35.2,-6.39,-10.61,-22.26,-1.05,-1.76,1716
2120,Otto-Suhr-Allee,34.71,32761,688,2588,688,459,7,11.18,2.57,1.47,17.59,25.15,16.73,-34.61,-6.05,-10.11,-18.71,-0.49,-0.94,1881
2121,Otto-Suhr-Allee,267.79,32761,688,2588,688,459,270,11.18,2.57,1.47,27.64,30.31,19.68,-34.61,-6.05,-10.11,-24.03,-1.48,-2.42,1882
4260,A100,199.29,31555,1262,2651,32,158,0,4.84,0.85,0.5,16.68,24.97,16.56,-35.94,-9.75,-15.53,-18.58,-0.44,-0.83,3811
4261,A100,203.81,29850,1194,2507,30,149,0,4.59,0.8,0.47,16.49,24.88,16.51,-35.86,-9.78,-15.56,-18.42,-0.43,-0.81,3812
4479,Goerdelerdammbrücke,23.4,29109,931,2271,437,291,0,10.35,2.18,1.26,18.39,25.28,16.74,-34.61,-6.83,-11.24,-20.06,-0.67,-1.17,4003
4480,Goerdelerdammbrücke,21.9,29109,902,2358,553,408,0,10.75,2.21,1.28,18.45,25.36,16.78,-34.82,-6.86,-11.29,-20.08,-0.67,-1.17,4004
4483,Putlitzstr.,197.71,30664,644,2422,184,429,171,8.93,2.12,1.21,23.31,28.76,18.73,-32.95,-6.49,-10.77,-21.59,-1.15,-1.91,4007
4484,Putlitzstr.,56.68,30664,644,2422,184,429,7,8.93,2.12,1.21,16.98,25.75,16.94,-32.95,-6.49,-10.77,-17.49,-0.43,-0.84,4008
4485,Marchbrücke,68.03,11298,452,893,90,158,0,3.53,0.79,0.45,17.43,25.01,16.65,-35.84,-6.67,-11.06,-16.44,-0.28,-0.68,4009
4525,Ellen-Epstein-Str.,108.93,4689,188,380,75,66,4,1.55,0.33,0.19,17.69,26.25,17.14,-36.49,-6.69,-11.08,-17.82,-0.42,-0.83,4044
4526,Ellen-Epstein-Str.,33.81,4689,188,380,75,66,3,1.55,0.33,0.19,20.69,27.75,17.97,-36.49,-6.69,-11.08,-20.66,-0.76,-1.34,4045
4592,Birkenstr.,108.06,5658,57,419,17,57,76,1.25,0.23,0.13,17.25,25.51,16.87,-30.37,-8.76,-14,-17.2,-0.45,-0.86,4104
4594,Birkenstr.,112.4,5658,17,419,17,57,90,1.2,0.21,0.12,17.75,25.65,16.97,-28.82,-8.97,-14.28,-17.34,-0.5,-0.93,4105
5810,Sömmeringstr.,63.71,12364,309,977,532,173,13,4.93,1,0.57,18.32,25.35,16.84,-36.6,-6.23,-10.37,-19.2,-0.5,-0.96,5179
5811,Sömmeringstr.,171.51,12364,309,977,532,173,143,4.93,1,0.57,23.46,27.65,18.17,-36.6,-6.23,-10.37,-23.31,-1.04,-1.75,5180
5812,Sömmeringstr.,228.96,12364,309,977,532,173,33,4.93,1,0.57,17.41,24.99,16.63,-36.6,-6.23,-10.37,-18.53,-0.45,-0.87,5181
5826,Sömmeringstr.,90.7,12513,313,989,526,175,80,5.02,1.04,0.6,21.56,26.78,17.68,-36.54,-6.08,-10.15,-22.5,-0.92,-1.54,5194
5831,Lise-Meitner-Str.,122.45,16841,505,1364,522,236,66,6.6,1.5,0.86,21.47,26.96,17.77,-36.35,-5.75,-9.66,-22.22,-0.89,-1.52,5198
5832,Lise-Meitner-Str.,195.66,16841,505,1364,522,236,37,6.6,1.5,0.86,18.01,25.24,16.79,-36.35,-5.75,-9.66,-19.45,-0.54,-0.99,5199
5833,Gaußstr.,84.96,19432,1477,1574,97,272,1,8.08,2.1,1.19,17.06,24.78,16.52,-38.79,-5.4,-9.16,-18.11,-0.41,-0.81,5200
5834,Gaußstr.,79.46,19432,1477,1574,97,272,22,8.08,2.1,1.19,19.71,26.37,17.42,-38.79,-5.4,-9.16,-21.23,-0.73,-1.28,5201
5835,Gaußstr.,196.69,19432,1477,1574,97,272,5,8.08,2.1,1.19,16.36,24.64,16.44,-38.79,-5.4,-9.16,-17.02,-0.34,-0.7,5202
5836,Lise-Meitner-Str.,83.56,9623,346,779,269,135,33,3.64,0.78,0.45,18.83,25.53,16.96,-36.7,-6.27,-10.44,-20.54,-0.66,-1.15,5203
5837,Lise-Meitner-Str.,174.69,9623,346,779,269,135,22,3.64,0.78,0.45,16.8,24.57,16.41,-36.7,-6.27,-10.44,-17.99,-0.42,-0.8,5204
5917,Otto-Suhr-Allee,350.24,29337,616,2318,704,411,271,10.16,2.24,1.29,25.06,28.76,18.79,-34.84,-6.24,-10.39,-23.12,-1.21,-2.02,5277
5923,Cauerstr.,83.02,16550,348,1307,232,232,19,5.28,1.25,0.71,19.16,25.82,17.11,-33.92,-6.14,-10.25,-19.47,-0.59,-1.1,5283
5924,Cauerstr.,260.99,16550,348,1307,232,232,204,5.28,1.25,0.71,25.01,28.97,18.92,-33.92,-6.14,-10.25,-22.81,-1.24,-2.07,5284
5941,Dovestr.,75.89,14600,307,1153,423,204,4,5.28,1.15,0.66,16.84,24.82,16.54,-35.25,-6.15,-10.26,-17.47,-0.38,-0.78,5301
5942,Dovestr.,119.06,14600,307,1153,423,204,125,5.28,1.15,0.66,21.34,26.95,17.77,-35.25,-6.15,-10.26,-21.56,-0.88,-1.51,5302
5943,Dovestr.,122.98,14600,307,1153,423,204,59,5.28,1.15,0.66,18.86,25.8,17.11,-35.25,-6.15,-10.26,-19.25,-0.57,-1.06,5303
5944,Dovestr.,165.71,14600,307,1153,423,204,175,5.28,1.15,0.66,26.19,29.38,19.17,-35.25,-6.15,-10.26,-23.69,-1.33,-2.18,5304
5964,Kaiserin-Augusta-Allee,107.52,15172,531,1199,319,212,111,5.34,1.17,0.67,23.15,27.77,18.25,-36.17,-6.39,-10.63,-23.09,-1.13,-1.87,5321
5965,Kaiserin-Augusta-Allee,113.25,15172,531,1199,319,212,103,5.34,1.17,0.67,22.25,27.38,18.02,-36.17,-6.39,-10.63,-22.6,-1.04,-1.73,5322
5966,Kaiserin-Augusta-Allee,162.55,15172,531,1199,319,212,16,5.34,1.17,0.67,16.4,24.67,16.46,-36.17,-6.39,-10.63,-16.69,-0.32,-0.68,5323
5992,Huttenstr.,24.87,7308,365,541,365,102,5,3.36,0.7,0.4,16.46,24.68,16.47,-38.79,-5.76,-9.67,-17.76,-0.38,-0.75,5346
5993,Huttenstr.,159.24,7308,365,541,365,102,129,3.36,0.7,0.4,20.19,26.46,17.49,-38.79,-5.76,-9.67,-22.06,-0.75,-1.29,5347
5994,Huttenstr.,24.68,7308,365,541,365,102,5,3.36,0.7,0.4,16.38,24.83,16.57,-38.79,-5.76,-9.67,-17.43,-0.36,-0.72,5348
5995,Huttenstr.,137.26,7308,365,541,365,102,121,3.36,0.7,0.4,20.43,26.7,17.64,-38.79,-5.76,-9.67,-22.13,-0.76,-1.31,5349
6050,Huttenstr.,124.6,7308,190,541,365,102,92,3.1,0.62,0.36,19.45,26.36,17.44,-37.03,-5.97,-9.97,-20.6,-0.63,-1.13,5401
6051,Huttenstr.,94.11,7308,190,541,365,102,91,3.1,0.62,0.36,20.65,26.86,17.73,-37.03,-5.97,-9.97,-21.54,-0.74,-1.3,5402
6153,Otto-Suhr-Allee,35.7,22820,434,1803,685,319,0,8.2,1.72,0.99,18.14,25.18,16.75,-35.07,-6.38,-10.59,-18.66,-0.48,-0.94,5498
6154,Otto-Suhr-Allee,114.23,22820,434,1803,685,319,81,8.2,1.72,0.99,22.6,27.32,17.97,-35.07,-6.38,-10.59,-22,-0.94,-1.62,5499
6155,Otto-Suhr-Allee,277.44,22820,434,1803,685,319,199,8.2,1.72,0.99,19.71,25.96,17.2,-35.07,-6.38,-10.59,-20.56,-0.71,-1.26,5500
6186,Str. des 17. Juni,371.5,51847,1089,4096,363,726,0,15.19,3.45,1.99,17.69,24.91,16.6,-33.03,-6.75,-11.15,-17.03,-0.32,-0.74,5529
6275,Marchstr.,20.57,11298,429,893,271,158,0,4.18,0.94,0.53,17.27,24.96,16.62,-36.68,-6.08,-10.16,-17,-0.33,-0.73,5610
6276,Marchstr.,241.6,11298,429,893,271,158,72,4.18,0.94,0.53,18.16,25.3,16.82,-36.68,-6.08,-10.16,-18.26,-0.43,-0.88,5611
6277,Alt-Moabit,333.83,20123,463,1590,342,282,288,6.54,1.42,0.82,26.23,29.5,19.23,-34.42,-6.59,-10.92,-22.9,-1.33,-2.2,5612
6278,Helmholtzstr.,186.91,19161,402,1514,422,268,155,6.45,1.38,0.79,27.02,29.71,19.36,-34.63,-6.53,-10.82,-23.56,-1.43,-2.34,5613
6279,Helmholtzstr.,64.95,19161,402,1514,422,268,8,6.45,1.38,0.79,17.77,25.3,16.82,-34.63,-6.53,-10.82,-17.92,-0.46,-0.88,5614
6280,Beusselstr.,25.92,16869,624,1333,135,236,5,4.59,0.87,0.51,17.52,25.38,16.88,-35.29,-8.03,-13.02,-18,-0.46,-0.88,5615
6281,Beusselstr.,151.35,16869,624,1333,135,236,129,4.59,0.87,0.51,24.4,28.33,18.6,-35.29,-8.03,-13.02,-22.87,-1.3,-2.13,5616
6282,Levetzowstr.,186.02,15428,324,1219,309,216,5,5.07,1.09,0.62,18.21,25.57,16.94,-34.47,-6.61,-10.94,-16.17,-0.33,-0.73,5617
6283,Levetzowstr.,305.54,15428,324,1219,309,216,251,5.07,1.09,0.62,22.18,27.4,18.01,-34.47,-6.61,-10.94,-20.78,-0.9,-1.56,5618
6284,Levetzowstr.,44,15019,315,1187,315,210,7,4.27,0.76,0.44,17.32,25.07,16.69,-34.48,-8.06,-13.03,-17.29,-0.4,-0.8,5619
6285,Levetzowstr.,139.06,15019,315,1187,315,210,133,4.27,0.76,0.44,21.6,26.74,17.66,-34.48,-8.06,-13.03,-20.86,-0.9,-1.55,5620
6286,Levetzowstr.,97.64,15019,315,1187,315,210,74,4.27,0.76,0.44,20.05,26.17,17.32,-34.48,-8.06,-13.03,-19.49,-0.7,-1.25,5621
6287,Turmstr.,169,19561,391,1545,880,274,158,7.92,1.61,0.92,28.3,30.36,19.71,-36.21,-6.16,-10.26,-24.49,-1.39,-2.28,5622
6288,Turmstr.,138.74,19561,391,1545,880,274,123,7.92,1.61,0.92,27.45,29.93,19.46,-36.21,-6.16,-10.26,-24.1,-1.31,-2.16,5623
6289,Beusselbrücke,102.11,36133,1771,2927,578,506,42,13.9,3.44,1.96,21.5,27.8,18.22,-37.22,-5.59,-9.43,-22.11,-0.89,-1.51,5624
6290,Sickingenstr.,238.88,12236,771,991,12,171,166,4.16,1.01,0.57,23.14,28.69,18.74,-37.75,-6.3,-10.53,-23.24,-1.14,-1.9,5625
6295,Saatwinkler Damm,126.49,15965,527,1245,399,160,3,6.3,1.37,0.79,17.28,24.99,16.58,-35.55,-6.21,-10.33,-19.24,-0.56,-1,5629
6297,Saatwinkler Damm,65.97,15965,527,1245,399,160,23,6.3,1.37,0.79,21.38,27.15,17.84,-35.55,-6.21,-10.33,-22.76,-1.03,-1.7,5631
6310,Bachstr.,84.14,14296,272,1129,172,200,47,4.37,0.99,0.57,21.37,27.01,17.78,-33.36,-6.54,-10.84,-19.42,-0.76,-1.35,5642
6311,Bachstr.,150.07,14296,272,1129,172,200,17,4.37,0.99,0.57,19.09,25.9,17.14,-33.36,-6.54,-10.84,-17.13,-0.45,-0.9,5643
6312,Bachstr.,40.85,14296,272,1129,172,200,8,4.37,0.99,0.57,18.89,25.47,16.93,-33.36,-6.54,-10.84,-18.35,-0.5,-0.99,5644
6313,Bachstr.,33.65,14296,272,1129,172,200,2,4.37,0.99,0.57,24.16,28.05,18.41,-33.36,-6.54,-10.84,-21.48,-1.07,-1.83,5645
6314,Bachstr.,110.77,14296,272,1129,172,200,6,4.37,0.99,0.57,27.56,29.85,19.44,-33.36,-6.54,-10.84,-22.42,-1.38,-2.31,5646
6315,Bachstr.,66.68,14296,272,1129,172,200,4,4.37,0.99,0.57,25.71,29.03,18.95,-33.36,-6.54,-10.84,-21.36,-1.16,-1.97,5647
6316,Bachstr.,49.95,14296,272,1129,172,200,4,4.37,0.99,0.57,23.03,27.86,18.27,-33.36,-6.54,-10.84,-20.45,-0.92,-1.6,5648
6322,Str. des 17. Juni,141.95,39107,899,3089,430,547,5,12.06,2.71,1.56,19.18,25.64,17.03,-33.8,-6.61,-10.96,-18.9,-0.54,-1.06,5654
6323,Str. des 17. Juni,753.4,39107,899,3089,430,547,1,12.06,2.71,1.56,17.11,24.82,16.55,-33.8,-6.61,-10.96,-17.05,-0.33,-0.73,5655
6325,Stromstr.,216.82,21832,371,1616,175,306,179,5.4,1,0.58,23.84,27.8,18.27,-32.4,-8.24,-13.29,-21.11,-1.16,-1.94,5657
6327,Lessingstr.,25,21832,371,1616,175,306,6,5.4,1,0.58,16.87,24.9,16.58,-32.4,-8.24,-13.29,-16.17,-0.35,-0.71,5658
6328,Lessingstr.,162.1,21832,371,1616,175,306,94,5.4,1,0.58,18.16,25.38,16.87,-32.4,-8.24,-13.29,-17.61,-0.53,-0.98,5659
6329,Turmstr.,145.9,13243,265,1046,874,185,114,6.13,1.19,0.68,24.98,28.6,18.69,-37.32,-5.96,-9.94,-23.46,-1.03,-1.74,5660
6330,Turmstr.,89.1,13243,265,1046,874,185,33,6.13,1.19,0.68,20.25,26.53,17.5,-37.32,-5.96,-9.94,-20.11,-0.61,-1.11,5661
6331,Alt-Moabit,187.71,21647,498,1710,346,303,89,6.98,1.53,0.88,20.05,26.57,17.53,-34.32,-6.6,-10.93,-19.36,-0.67,-1.21,5662
6336,Siemensstr.,147.13,8162,359,661,73,114,76,2.33,0.44,0.25,17.65,25.83,17.01,-36.18,-7.96,-12.94,-17.99,-0.46,-0.88,5667
7657,Hofjägerallee,472.83,41247,784,3259,742,577,0,13.36,2.95,1.7,17.16,24.84,16.56,-34.01,-6.48,-10.75,-17.39,-0.35,-0.76,6885
7658,Altonaer Str.,148.65,22198,466,1754,311,311,40,6.95,1.53,0.88,18.79,25.71,17.04,-33.84,-6.66,-11.03,-17.56,-0.48,-0.94,6886
7659,Altonaer Str.,283.87,22198,466,1754,311,311,9,6.95,1.53,0.88,17.87,25.15,16.74,-33.84,-6.66,-11.03,-17.97,-0.43,-0.87,6887
7664,Turmstr.,157.73,5119,113,379,363,72,107,1.77,0.24,0.14,18.69,25.41,16.88,-38.13,-8.32,-13.35,-19.42,-0.52,-0.99,6892
7666,Turmstr.,288.58,5119,113,379,363,72,88,1.77,0.24,0.14,18.99,25.73,17.05,-38.13,-8.32,-13.35,-18.85,-0.49,-0.95,6894
7667,Turmstr.,33.46,5119,113,379,363,72,5,1.77,0.24,0.14,17.28,25.05,16.66,-38.13,-8.32,-13.35,-17.24,-0.36,-0.75,6895
7670,Perleberger Str.,69.08,6955,132,549,369,97,10,2.67,0.49,0.28,16.71,25.06,16.65,-36.89,-6.72,-11.08,-16.84,-0.35,-0.72,6898
7671,Perleberger Str.,117.38,6955,132,549,369,97,75,2.67,0.49,0.28,19.19,26.11,17.25,-36.89,-6.72,-11.08,-19.06,-0.54,-1.01,6899
7672,Perleberger Str.,142.42,6955,132,549,369,97,111,2.67,0.49,0.28,19.63,26.22,17.32,-36.89,-6.72,-11.08,-20.18,-0.64,-1.15,6900
7678,Perleberger Str.,68.16,6946,132,549,368,97,13,2.66,0.49,0.28,16.69,25.03,16.63,-36.9,-6.72,-11.08,-17.08,-0.36,-0.73,6906
7679,Perleberger Str.,215.69,6946,132,549,368,97,185,2.66,0.49,0.28,20.37,26.49,17.48,-36.9,-6.72,-11.08,-21.25,-0.75,-1.31,6907
7680,An der Putlitzbrücke,236.24,30664,889,2422,92,429,10,9.03,2.19,1.25,18.29,26.78,17.41,-33.82,-6.42,-10.68,-18.06,-0.5,-0.95,6908
7681,An der Putlitzbrücke,119.88,30664,889,2422,92,429,88,9.03,2.19,1.25,23.8,30.41,19.33,-33.82,-6.42,-10.68,-21.99,-1.17,-1.97,6909
7693,Föhrer Str.,166.1,38250,918,3022,38,536,73,12.27,3.01,1.73,21.22,28.38,18.41,-32.04,-6.3,-10.46,-20.03,-0.91,-1.55,6919
7694,Föhrer Str.,94.6,38250,918,3022,38,536,67,12.27,3.01,1.73,26.36,30.99,19.99,-32.04,-6.3,-10.46,-22.1,-1.48,-2.41,6920
880,Otto-Suhr-Allee,161.43,27686,637,2187,692,388,132,9.69,2.09,1.2,22.07,27.2,17.91,-35.14,-6.38,-10.6,-22.19,-0.97,-1.65,763
895,Mierendorffplatz,77.06,11319,294,894,317,158,25,3.94,0.81,0.47,17.28,24.83,16.55,-35.8,-6.58,-10.9,-18.55,-0.48,-0.89,777
896,Lise-Meitner-Str.,48.92,9623,346,779,38,135,0,2.94,0.68,0.39,17.19,24.6,16.43,-34.89,-6.69,-11.09,-17.49,-0.4,-0.78,778
900,Olbersstr.,69.25,3022,151,224,511,42,36,2.27,0.38,0.21,16.97,24.56,16.4,-41.16,-5.3,-8.93,-19.04,-0.43,-0.81,782
904,Kaiserin-Augusta-Allee,218.22,14307,501,1130,315,200,222,5.07,1.1,0.63,23.74,27.98,18.37,-36.25,-6.38,-10.62,-23.44,-1.19,-1.95,785
924,Leibnizstr.,236.35,14074,211,1041,239,197,199,4.42,0.98,0.56,23.88,28.06,18.4,-33.32,-6.37,-10.58,-22.09,-1.09,-1.85,803
925,Leibnizstr.,30.16,14074,211,1041,239,197,2,4.42,0.98,0.56,18.15,25.31,16.82,-33.32,-6.37,-10.58,-18.51,-0.47,-0.93,804
931,Cauerstr.,142.34,14600,307,1153,234,204,140,4.04,0.76,0.44,26.64,28.89,18.92,-34.01,-7.8,-12.66,-23.39,-1.52,-2.47,808
932,Kaiserin-Augusta-Allee,128.7,15172,577,1199,46,212,94,4.59,1.06,0.61,19.48,26.32,17.42,-35.09,-6.67,-11.07,-20.18,-0.76,-1.32,809
934,Neues Ufer,73.83,7308,234,541,95,102,25,2.35,0.52,0.3,16.95,24.92,16.61,-35.22,-6.46,-10.73,-18.05,-0.42,-0.81,810
936,Sickingenstr.,74.31,12236,832,991,24,171,26,4.28,1.04,0.59,19.61,26.36,17.43,-38.26,-6.22,-10.42,-20.9,-0.74,-1.29,811
937,Sickingenstr.,78.66,12236,832,991,24,171,53,4.28,1.04,0.59,21.89,27.7,18.2,-38.26,-6.22,-10.42,-22.72,-1.02,-1.71,812
938,Sickingenstr.,59.85,12236,832,991,12,171,40,4.25,1.03,0.59,21.28,27.46,18.07,-38.22,-6.24,-10.44,-22.38,-0.97,-1.63,813
939,Sickingenstr.,94.77,12236,832,991,12,171,7,4.25,1.03,0.59,19.43,26.57,17.56,-38.22,-6.24,-10.44,-20.57,-0.7,-1.24,814
956,Marchstr.,150.94,11298,362,893,271,158,110,3.94,0.84,0.48,18.26,25.27,16.8,-36.14,-6.5,-10.79,-19.33,-0.56,-1.03,829
962,Franklinstr.,206.55,11298,452,893,90,158,164,3.66,0.86,0.49,19.87,26.37,17.43,-35.77,-6.3,-10.52,-20.18,-0.73,-1.29,835
963,Franklinstr.,164.35,11298,452,893,90,158,163,3.66,0.86,0.49,20.75,26.86,17.71,-35.77,-6.3,-10.52,-20.79,-0.83,-1.44,836
964,Franklinstr.,35.63,11298,452,893,90,158,1,3.66,0.86,0.49,17.33,25.13,16.72,-35.77,-6.3,-10.52,-17.26,-0.38,-0.78,837
965,Franklinstr.,134.46,11298,452,893,90,158,54,3.66,0.86,0.49,19.18,26.04,17.24,-35.77,-6.3,-10.52,-19.1,-0.59,-1.1,838
966,Gotzkowskystr.,93.22,37609,865,2971,639,527,90,12.21,2.66,1.53,22.89,27.75,18.23,-34.43,-6.59,-10.92,-21.63,-1.03,-1.73,839
967,Gotzkowskystr.,182.64,7944,191,588,373,111,167,2.81,0.47,0.27,22.4,27.08,17.85,-36.61,-7.33,-11.98,-22.12,-0.91,-1.55,840
968,Gotzkowskybrücke,105.93,28613,486,2260,429,401,19,8.89,1.94,1.12,17.23,25.1,16.7,-33.38,-6.68,-11.04,-17.27,-0.4,-0.8,841
969,Kaiserin-Augusta-Allee,118.91,15172,577,1199,46,212,23,4.59,1.06,0.61,17.79,25.49,16.93,-35.09,-6.67,-11.07,-17.96,-0.46,-0.89,842
970,Kaiserin-Augusta-Allee,79.44,15172,577,1199,46,212,35,4.59,1.06,0.61,20.46,26.87,17.73,-35.09,-6.67,-11.07,-20.52,-0.81,-1.41,843
971,Kaiserin-Augusta-Allee,73.93,15172,577,1199,46,212,17,4.59,1.06,0.61,17.49,25.43,16.91,-35.09,-6.67,-11.07,-17.79,-0.44,-0.86,844
973,Beusselstr.,132.15,16869,574,1333,135,236,134,4.53,0.85,0.5,25.1,28.49,18.69,-34.91,-8.08,-13.1,-22.96,-1.38,-2.25,845
974,Alt-Moabit,147.61,29102,989,2299,175,407,155,9.03,2.14,1.23,34.01,34.35,22.01,-34.83,-6.39,-10.63,-24.74,-2.1,-3.37,846
975,Huttenstr.,279.33,7308,190,541,365,102,235,3.1,0.62,0.36,19.81,26.5,17.52,-37.03,-5.97,-9.97,-21.07,-0.68,-1.2,847
976,Huttenstr.,76.79,7308,190,541,365,102,19,3.1,0.62,0.36,16.71,25.12,16.73,-37.03,-5.97,-9.97,-17.72,-0.38,-0.76,848
977,Turmstr.,94.66,11617,232,918,860,163,58,5.35,0.98,0.56,22.19,27.39,18.03,-37.82,-6.18,-10.27,-22.46,-0.8,-1.4,849
978,Beusselstr.,23.65,20295,670,1603,649,284,5,6.72,1.19,0.69,17.78,25.54,16.97,-36.56,-7.56,-12.33,-18.61,-0.47,-0.9,850
979,Beusselstr.,142.9,20295,670,1603,649,284,134,6.72,1.19,0.69,28.36,29.84,19.47,-36.56,-7.56,-12.33,-24.78,-1.57,-2.54,851
980,Gotzkowskystr.,149.57,7944,95,588,373,111,125,2.69,0.44,0.26,22.22,27.1,17.87,-35.5,-7.5,-12.2,-21.82,-0.88,-1.51,852
981,Kaiserin-Augusta-Allee,41,15172,577,1199,46,212,11,4.59,1.06,0.61,17.31,25.34,16.86,-35.09,-6.67,-11.07,-17.89,-0.46,-0.88,853
982,Kaiserin-Augusta-Allee,48.66,15172,577,1199,46,212,12,4.59,1.06,0.61,17.01,25.14,16.75,-35.09,-6.67,-11.07,-17.7,-0.44,-0.85,854
983,Kaiserin-Augusta-Allee,176.42,15172,577,1199,46,212,121,4.59,1.06,0.61,20.97,27.16,17.91,-35.09,-6.67,-11.07,-21.1,-0.92,-1.56,855
