AAA-Beschreibung,alias,Funktion_schluessel,Funktion_bezeichnung,Zustand_schluessel,Lagergut_schluessel,Lagergut_bezeichnung,Zustand_bezeichnung,Name,Bahnkategorie_schluessel,Bahnkategorie_bezeichnung
AX_Strassenverkehr,F14__86259,,,,,,,,,
AX_Strassenverkehr,F14__86262,,,,,,,,,
AX_Strassenverkehr,F14__86272,,,,,,,,,
AX_Strassenverkehr,F14__86274,,,,,,,,,
AX_Strassenverkehr,F14__86288,,,,,,,,,
AX_Strassenverkehr,F14__86292,,,,,,,,,
AX_Strassenverkehr,F14__86293,,,,,,,,,
AX_Strassenverkehr,F14__86296,,,,,,,,,
AX_Strassenverkehr,F14__86300,2311,Gebäude- und Freifläche zu Verkehrsanlagen Straße,,,,,,,
AX_Strassenverkehr,F14__86305,,,,,,,,,
AX_Strassenverkehr,F14__86307,,,,,,,,,
AX_Strassenverkehr,F14__86314,,,,,,,,,
AX_Strassenverkehr,F14__86356,,,,,,,,,
AX_Strassenverkehr,F14__86370,,,,,,,,,
AX_Strassenverkehr,F14__86372,,,,,,,,,
AX_Strassenverkehr,F14__86376,,,,,,,,,
AX_Strassenverkehr,F14__86379,,,,,,,,,
AX_Strassenverkehr,F14__86385,,,,,,,,,
AX_Strassenverkehr,F14__86388,,,,,,,,,
AX_Strassenverkehr,F14__86398,,,,,,,,,
AX_Strassenverkehr,F14__86401,,,,,,,,,
AX_Strassenverkehr,F14__86403,,,,,,,,,
AX_Strassenverkehr,F14__86417,,,,,,,,,
AX_Strassenverkehr,F14__86419,,,,,,,,,
AX_Strassenverkehr,F14__86424,,,,,,,,,
AX_Strassenverkehr,F14__86425,,,,,,,,,
AX_Strassenverkehr,F14__86476,,,,,,,,,
AX_Strassenverkehr,F14__86543,,,,,,,,,
AX_Strassenverkehr,F14__86556,,,,,,,,,
AX_Strassenverkehr,F14__86702,,,,,,,,,
AX_Strassenverkehr,F14__86769,2311,Gebäude- und Freifläche zu Verkehrsanlagen Straße,,,,,,,
AX_Strassenverkehr,F14__86832,,,,,,,,,
AX_Strassenverkehr,F14__86910,,,,,,,,,
AX_Strassenverkehr,F14__87098,,,,,,,,,
AX_Strassenverkehr,F14__87180,,,,,,,,,
AX_Strassenverkehr,F14__87191,,,,,,,,,
AX_Strassenverkehr,F14__87206,,,,,,,,,
AX_Strassenverkehr,F14__87352,,,,,,,,,
AX_Weg,F14__94698,5230,Gang,,,,,,,
AX_Weg,F14__94715,5230,Gang,,,,,,,
AX_Weg,F14__94837,5250,Rad- und Fußweg,,,,,,,
AX_Weg,F14__94843,5250,Rad- und Fußweg,,,,,,,
AX_Weg,F14__94870,5210,Fahrweg,,,,,,,
AX_Weg,F14__94971,5210,Fahrweg,,,,,,,
AX_Weg,F14__94979,5250,Rad- und Fußweg,,,,,an der A 100 BAB Stadtring,,
AX_Weg,F14__94981,5220,Fußweg,,,,,zwischen den Grundstücken Helmholtzstr. 41 und 42,,
AX_Weg,F14__94985,5210,Fahrweg,,,,,,,
AX_Weg,F14__95038,5230,Gang,,,,,,,
AX_Weg,F14__95051,5220,Fußweg,,,,,,,
AX_Weg,F14__95069,5250,Rad- und Fußweg,,,,,,,
AX_Weg,F14__95087,5210,Fahrweg,,,,,,,
AX_Weg,F14__95197,5210,Fahrweg,,,,,am Saatwinkler Damm,,
AX_Weg,F14__95213,5230,Gang,,,,,,,
AX_Weg,F14__95233,5230,Gang,,,,,,,
AX_Weg,F14__95259,5230,Gang,,,,,,,
AX_Weg,F14__95261,5230,Gang,,,,,,,
AX_Weg,F14__95285,5250,Rad- und Fußweg,,,,,zwischen A 100 BAB Stadtring und Friedrich-Olbricht-Damm,,
AX_Weg,F14__95319,5250,Rad- und Fußweg,,,,,an der A 100 BAB Stadtring,,
AX_Weg,F14__95393,5210,Fahrweg,,,,,,,
AX_Weg,F14__95468,5230,Gang,,,,,,,
AX_Weg,F14__95479,5230,Gang,,,,,,,
AX_Weg,F14__95565,5210,Fahrweg,,,,,,,
AX_Weg,F14__95578,5210,Fahrweg,,,,,,,
AX_Weg,F14__95613,5220,Fußweg,,,,,,,
AX_Weg,F14__95619,5230,Gang,,,,,,,
AX_Weg,F14__95646,5220,Fußweg,,,,,,,
AX_Weg,F14__98711,5220,Fußweg,,,,,,,
AX_Weg,F14__98715,5220,Fußweg,,,,,,,
AX_Weg,F14__98716,5210,Fahrweg,,,,,Zufahrtsweg zu Erna-Samuel- Straße 5,,
AX_Weg,F14__98725,5220,Fußweg,,,,,,,
AX_Weg,F14__98805,5220,Fußweg,,,,,,,
AX_Weg,F14__98853,5220,Fußweg,,,,,,,
AX_Weg,F14__98964,5220,Fußweg,,,,,,,
AX_Weg,F14__99045,5220,Fußweg,,,,,,,
AX_Weg,F14__99438,5220,Fußweg,,,,,,,
AX_Weg,F14__99449,5210,Fahrweg,,,,,Zufahrtsweg zu Seestraße 131,,
AX_Weg,F14__99468,5220,Fußweg,,,,,,,
AX_Weg,F14__99489,5250,Rad- und Fußweg,,,,,,,
AX_Weg,F14__99508,5220,Fußweg,,,,,,,
AX_Weg,F14__99592,5220,Fußweg,,,,,,,
AX_Weg,F14__99597,5220,Fußweg,,,,,,,
AX_Weg,F14__99646,5220,Fußweg,,,,,,,
AX_Weg,F14__99665,5250,Rad- und Fußweg,,,,,,,
AX_Platz,F14__102301,5310,Parkplatz,,,,,,,
AX_Platz,F14__102492,5310,Parkplatz,,,,,,,
AX_Platz,F14__102598,,,,,,,,,
AX_Platz,F14__102610,,,,,,,,,
AX_Platz,F14__102769,5310,Parkplatz,,,,,,,
AX_Platz,F14__102910,,,,,,,,,
AX_Platz,F14__103076,,,,,,,,,
AX_Platz,F14__103151,5310,Parkplatz,,,,,,,
AX_Platz,F14__103228,,,,,,,,,
AX_Platz,F14__103232,5310,Parkplatz,,,,,,,
AX_Platz,F14__103447,5310,Parkplatz,,,,,,,
AX_Platz,F14__103544,5310,Parkplatz,,,,,,,
AX_Platz,F14__103670,5310,Parkplatz,,,,,,,
AX_Platz,F14__103694,5310,Parkplatz,,,,,,,
AX_Platz,F14__103720,5310,Parkplatz,,,,,,,
AX_Platz,F14__103802,5310,Parkplatz,,,,,,,
AX_Platz,F14__103824,5310,Parkplatz,,,,,,,
AX_Platz,F14__103924,5310,Parkplatz,,,,,Hinter Stromstraße 61 62,,
AX_Bahnverkehr,F14__104654,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__104851,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__104952,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__104971,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__104979,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105059,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105082,,,,,,,,,
AX_Bahnverkehr,F14__105099,,,,,,,,,
AX_Bahnverkehr,F14__105107,2321,Gebäude- und Freifläche zu Verkehrsanlagen Schiene,,,,,,,
AX_Bahnverkehr,F14__105108,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105140,,,,,,,,,
AX_Bahnverkehr,F14__105295,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105429,,,,,,,,,
AX_Bahnverkehr,F14__105451,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105465,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105606,2321,Gebäude- und Freifläche zu Verkehrsanlagen Schiene,,,,,,,
AX_Bahnverkehr,F14__105692,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105696,,,,,,,,1100,Eisenbahn
AX_Bahnverkehr,F14__105766,2321,Gebäude- und Freifläche zu Verkehrsanlagen Schiene,,,,,,,
AX_Bahnverkehr,F14__105775,,,,,,,,,
AX_Bahnverkehr,F14__105912,,,,,,,,1100,Eisenbahn
AX_Fliessgewaesser,F14__106514,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__106610,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__106651,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__106695,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__106777,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__106787,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__106824,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__106888,8200,Fluß,,,,,zwischen den Grundstücken Helmholtzstr. 41 und 42,,
AX_Fliessgewaesser,F14__107208,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107240,8300,Kanal,,,,,Berlin-Spandauer Schifffahrtskanal,,
AX_Fliessgewaesser,F14__107309,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__107320,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107368,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__107389,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__107489,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107508,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107522,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107636,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107648,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__107855,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__107896,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__107955,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__108028,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__108052,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__108155,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__108206,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__108308,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__108372,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__108398,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__108399,8300,Kanal,,,,,,,
AX_Fliessgewaesser,F14__108546,8200,Fluß,,,,,,,
AX_Fliessgewaesser,F14__108605,8200,Fluß,,,,,,,
AX_Hafenbecken,F14__108882,,,,,,,,,
AX_Hafenbecken,F14__108888,,,,,,,Becken II Westhafen,,
AX_Hafenbecken,F14__108920,,,,,,,Becken I,,
