LFNR,INFOQ,BEZ,ORTST,ADR,VGART,NUTZ,PLAN,PRIO_HYDR,KOM,FL_GES,FL_BEB,FLANT_BEB,FL_UBEB,FLANT_UBEB,FLANT_SUM,EINTR_ERST,EINTR_LETZ,KOOR_GEO,KOOR_SOLD,FOTO0,FOTO1,FOTO2,FOTO3,FOTO4,FOTO5,FSTANZ,FNP,BPLAN,LPLAN,BODENSCH,PRIO_E,PRIO_F,PRIO_T,PRIO_Z,UMSETZ,alias,KLAER
9004,BA Charlottenburg-Wilmersdorf Umwelt- und Naturschutzamt,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Goslarer Ufer,Lagerflächen Garagen,Ehemaliger Werkhof des Tiefbau- und Landschaftsplanungsamtes,Rückbau / vollständige Entsiegelung,nein,der Fachbereich Grünflächen stimmt einer Entsiegelung zu ein Nachnutzungskonzept ist nicht vorhanden,14878,2250,15,5000,34,49,05.12.2012,06.02.2013,52.53424658 13.30845836,385267 5821806,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09004_steck.jpg,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09004_001.jpg,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09004_002.jpg,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09004_005.jpg,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09004_006.jpg,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09004_007.jpg,1,gegeben,ohne,ohne,geringe,hoch,hoch,gering,mittel,nein,F13__212,
9012,BA Charlottenburg-Wilmersdorf Umwelt- und Naturschutzamt,Charlottenburg-Wilmersdorf,Charlottenburg,Am Spreebord 5,Kraftwerk Gewerbegebäude, Verkehrsflächen,Kraftwerk Charlottenburg,Teilrückbau im Rahmen einer Umnutzung,nein,,53099,-1,-1,-1,-1,-1,05.12.2012,05.12.2012,52.52216819 13.31004446,385343 5820460,[[img]]http://@@FotoServer@@/fb_daten/fotos/Entsiegelung/09012_steck.jpg,,,,,,2,gegeben,ohne,4-L-1 (BFF),geringe,gering,mittel,hoch,lang,nein,F13__214,Klärung mit Stadtentwicklungsamt und mit Eigentümern
