AAA-Beschreibung,Beschreibung_schluessel,Bewuchs_bezeichnung,alias
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12234
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12236
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12242
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12244
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12246
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12247
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12252
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12253
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12258
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12262
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12263
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12268
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12271
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12277
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12278
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12281
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12283
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12284
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12289
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12291
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12298
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12301
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12303
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12312
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12315
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12318
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12323
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12324
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12327
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12332
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12335
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12336
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12337
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12340
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12341
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12353
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12355
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12358
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12365
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12377
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12378
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12380
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12382
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12386
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12395
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12400
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12406
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12411
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12413
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12417
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12430
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12431
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12434
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12439
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12447
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12460
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12468
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12470
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12474
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12475
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12486
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12492
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12497
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12500
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12506
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12510
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12518
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12519
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12520
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12523
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12532
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12537
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12539
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12547
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12550
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12553
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12555
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12559
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12564
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__12572
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12574
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12577
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12578
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12579
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12580
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12586
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12587
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12593
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12596
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12600
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12602
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12605
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12612
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12615
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12626
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__12629
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12631
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12641
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12648
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12650
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12660
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12665
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12668
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12670
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12672
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12673
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12674
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12676
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12682
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12686
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12689
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12694
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12703
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12719
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12725
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12726
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12733
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12745
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12750
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12751
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12755
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12759
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12763
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12767
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12773
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__12781
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12782
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12783
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12787
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12788
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12794
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12795
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12797
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12803
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12807
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12809
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12819
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12820
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12833
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12837
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12838
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12847
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12851
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12856
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12857
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12858
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12862
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12866
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12873
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12876
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12878
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12879
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12886
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12889
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12890
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12891
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12895
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12896
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12898
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12900
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12908
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12914
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12917
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12919
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12920
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12926
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12931
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12934
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12938
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12944
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12945
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12951
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12965
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12967
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12969
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12970
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12971
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12972
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12979
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12980
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12983
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12990
AX_Vegetationsmerkmal,9998,Laubbaum,F7__12997
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13002
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13003
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13008
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13009
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13015
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13018
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13019
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13021
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13029
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13037
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13040
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13046
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13050
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13061
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13073
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13074
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__13079
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13094
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13095
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13100
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13104
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13106
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13108
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13110
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13114
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13117
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13120
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13122
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13123
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13124
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__13125
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13128
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13129
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13131
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13143
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13145
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13158
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13163
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13171
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13172
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13182
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13185
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13187
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13189
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13190
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13199
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13200
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13221
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13226
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13236
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13239
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13242
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13250
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13252
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13259
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13272
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13274
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13284
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13285
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13287
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13289
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13291
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13294
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13296
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13307
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13313
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13318
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13323
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13327
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13328
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13329
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13330
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13333
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13337
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13338
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13339
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13342
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13344
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13348
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13351
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13362
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13364
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13370
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13371
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13373
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13374
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13378
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13381
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__13384
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13399
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13402
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13404
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13406
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13407
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13411
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13412
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13422
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13423
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13424
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13426
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13430
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13432
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13435
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13442
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13445
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13452
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13455
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13467
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13470
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13473
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13475
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13481
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13482
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13484
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13487
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13491
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13492
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13493
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13494
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13500
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13505
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13506
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13513
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13515
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13521
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13529
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13531
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13532
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13539
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13545
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13559
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13562
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13570
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13571
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13577
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13578
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13581
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13586
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13590
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13595
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13598
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13603
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13604
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13605
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13607
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13609
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13613
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13621
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13628
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13632
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13633
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13635
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13640
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13647
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13651
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13655
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13656
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13662
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13663
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13665
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13666
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__13670
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13672
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13679
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13680
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13685
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13690
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13701
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13703
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13709
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13710
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13721
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13723
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13727
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13731
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13739
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13745
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13755
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13757
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13758
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13764
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13765
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13772
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13781
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13783
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13788
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13797
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13799
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13802
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13804
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13809
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13811
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13815
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13818
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13819
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13821
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13827
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13830
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13851
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13852
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13855
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13874
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13876
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13886
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13888
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13891
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13893
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13903
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13904
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13911
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13921
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13925
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__13926
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13928
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13935
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13943
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13944
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13949
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13952
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13954
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13964
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13967
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13972
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13974
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13975
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13977
AX_Vegetationsmerkmal,9998,Nadelbaum,F7__13986
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13987
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13990
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13993
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13994
AX_Vegetationsmerkmal,9998,Laubbaum,F7__13998
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14001
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14004
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14015
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14020
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14021
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14025
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14028
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14029
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14032
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14033
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14039
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14042
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14046
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14048
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14054
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14060
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14064
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14069
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14074
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14078
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14081
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14082
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14086
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14093
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14108
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14109
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14116
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14124
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14131
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14143
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14144
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14145
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14148
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14149
AX_Vegetationsmerkmal,9998,Laubbaum,F7__14151
