StandortNr,Kennzeich,NameNr,Art_Dtsch,Art_Bot,Gattung,ALK_Nr4st,StrName,HausNr,Pflanzjahr,Standalter,KroneDurch,Stammumfg,BaumHoehe,BEZIRK,Eigentuemer,alias,Zusatz
5/1,20461,Klopstockstraße,WINTER-LINDE,TILIA CORDATA,TILIA,5,Klopstockstraße,5,1935,81,12,180,20,Mitte,Land Berlin,F3__932206,005
113/1,20425,Kaiserin-Augusta-Allee,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,58,Kaiserin-Augusta-Allee,113,1950,66,16,188,18,Mitte,Land Berlin,F3__932207,061
10/8,20425,Kaiserin-Augusta-Allee,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,19,Kaiserin-Augusta-Allee,10,1975,41,8,90,12,Mitte,Land Berlin,F3__932208,019
11/1,20472,Solinger Straße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,9,Solinger Straße,11,1997,19,1,23,6,Mitte,Land Berlin,F3__932209,009
9/1,20472,Solinger Straße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,5,Solinger Straße,9,1997,19,1,23,6,Mitte,Land Berlin,F3__932210,005
8/1,20472,Solinger Straße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,4,Solinger Straße,8,1997,19,1,21,6,Mitte,Land Berlin,F3__932211,004
12ggü/1,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,145,Levetzowstraße,12,1968,48,9,100,12,Mitte,Land Berlin,F3__932212,ggü
11ggü/3,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,138,Levetzowstraße,11,1980,36,7,65,9,Mitte,Land Berlin,F3__932213,ggü
59-61/3,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,43,Sickingenstraße,59,1950,66,20,190,20,Mitte,Land Berlin,F3__932214,-61
59-61/1,20442,Sickingenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,41,Sickingenstraße,59,1965,51,12,110,12,Mitte,Land Berlin,F3__932215,-61
1-4/4,20429,Klarenbachstraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,4,Klarenbachstraße,1,1975,41,12,140,13,Mitte,Land Berlin,F3__932216,-4
1 ggü/5,20186,Bachstraße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,26,Bachstraße,1,1997,19,4,67,8,Mitte,Land Berlin,F3__932217,030
1ggü/1,20248,Hansaufer       ß,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,29,Hansa-Ufer,1,1989,27,5,48,6.5,Mitte,Land Berlin,F3__932218,ggü
16/1,20433,Levetzowstr. -doppelt-,ECHTER ROTDORN,CRATAEGUS LAEVIGATA PAUL'S SCARLET',CRATAEGUS,162,Levetzowstraße,16,1954,62,7,65,6,Mitte,Land Berlin,F3__932219,
14ggü/2,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,161,Levetzowstraße,14,1967,49,8,110,13,Mitte,Land Berlin,F3__932220,ggü
14ggü/1,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,160,Levetzowstraße,14,1960,56,7,90,12,Mitte,Land Berlin,F3__932221,ggü
13a ggü/3,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,159,Levetzowstraße,13,1987,29,5,45,8,Mitte,Land Berlin,F3__932222,a ggü
13a ggü/2,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,158,Levetzowstraße,13,1960,56,9,130,16,Mitte,Land Berlin,F3__932223,a ggü
20/1,20398,Agricolastraße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,30,Agricolastraße,20,1965,51,8,124,11,Mitte,Land Berlin,F3__932224,030
19/1,20398,Agricolastraße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,29,Agricolastraße,19,1960,56,10,150,15,Mitte,Land Berlin,F3__932225,029
36/3,20450,Wiebestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,23,Wiebestraße,36,1960,56,14,140,12,Mitte,Land Berlin,F3__932226,
20/14,20450,Wiebestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,14,Wiebestraße,20,1997,19,5.5,36,7.5,Mitte,Land Berlin,F3__932227,
12a ggü/4,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,153,Levetzowstraße,12,1984,32,6,55,8,Mitte,Land Berlin,F3__932228,a ggü
12a ggü/3,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,152,Levetzowstraße,12,1960,56,10,130,15,Mitte,Land Berlin,F3__932229,a ggü
12a ggü/1,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,150,Levetzowstraße,12,1983,33,6,65,8,Mitte,Land Berlin,F3__932230,a ggü
10ggü/2,20406,Bundesratufer,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,13,Bundesratufer,10,1950,66,11,199,16,Mitte,Land Berlin,F3__932231,ggü
12ggü/5,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,149,Levetzowstraße,12,1984,32,6,55,8,Mitte,Land Berlin,F3__932232,ggü
16a ggü/8,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,23,Levetzowstraße,16,1958,58,8,135,12,Mitte,Land Berlin,F3__932233,a ggü
7/1,20398,Agricolastraße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,11,Agricolastraße,7,1997,19,1.5,57,5.5,Mitte,Land Berlin,F3__932234,011
11/1,20398,Agricolastraße,SILBER-AHORN,ACER SACCHARINUM,ACER,17,Agricolastraße,11,1965,51,12,182,22,Mitte,Land Berlin,F3__932235,017
2ggü/1,20141,Eyke-von-Repkow-Platz,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,7,Eyke-von-Repkow-Platz,2,1935,81,18,240,22,Mitte,Land Berlin,F3__932236,ggü
2/1,20141,Eyke-von-Repkow-Platz,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,5,Eyke-von-Repkow-Platz,2,1950,66,18,190,20,Mitte,Land Berlin,F3__932237,
58/1,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,122,Sickingenstraße,58,2000,16,2,22,4.5,Mitte,Land Berlin,F3__932238,
39/1,20450,Wiebestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,54,Wiebestraße,39,1997,19,3.5,27,6.5,Mitte,Land Berlin,F3__932239,
45-48/2,20181,Huttenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,84,Huttenstraße,45,1965,51,12,100,13,Mitte,Land Berlin,F3__932240,-48
41-44/5,20181,Huttenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,82,Huttenstraße,41,1975,41,8,75,8,Mitte,Land Berlin,F3__932241,-44
1ggü/5,20248,Hansaufer       ß,SPITZ-AHORN,ACER PLATANOIDES,ACER,33,Hansa-Ufer,1,1970,46,8,90,12,Mitte,Land Berlin,F3__932242,ggü
4ggü/6,20248,Hansaufer       ß,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,23,Hansa-Ufer,4,1975,41,10,115,12,Mitte,Land Berlin,F3__932243,ggü
11/1,20246,Tile-Wardenberg-Straße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,16,Tile-Wardenberg-Straße,11,1960,56,14,105,18,Mitte,Land Berlin,F3__932244,017
1/3,20246,Tile-Wardenberg-Straße,FELDAHORN ELSRIJK',ACER CAMPESTRE ELSRIJK',ACER,36,Tile-Wardenberg-Straße,1,2008,8,2,24,7,Mitte,Land Berlin,F3__932245,003
1ggü/1,20274,Wikingerufer,HÄNGE-WEIDE -  TRAUER-WEIDE,SALIX ALBA TRISTIS',SALIX,59,Wikingerufer,1,1964,52,12,200,12,Mitte,Land Berlin,F3__932246,ggü
17/3,20182,Ufnaustraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,24,Ufnaustraße,17,1975,41,15,110,21,Mitte,Land Berlin,F3__932247,
17/2,20182,Ufnaustraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,23,Ufnaustraße,17,1975,41,14,90,20,Mitte,Land Berlin,F3__932248,
50/4,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,91,Huttenstraße,50,1950,66,13,140,16,Mitte,Land Berlin,F3__932249,
39/2,20450,Wiebestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,30,Wiebestraße,39,1960,56,12,110,14,Mitte,Land Berlin,F3__932250,
20/10,20450,Wiebestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,10,Wiebestraße,20,1997,19,3,24,7.5,Mitte,Land Berlin,F3__932251,
5ggü/10,20248,Hansaufer       ß,SPITZ-AHORN,ACER PLATANOIDES,ACER,15,Hansa-Ufer,5,1950,66,12,145,17,Mitte,Land Berlin,F3__932252,ggü
3 ggü/4,20186,Bachstraße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,22,Bachstraße,3,1997,19,2,57,7,Mitte,Land Berlin,F3__932253,025
1/5,20186,Bachstraße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,17,Bachstraße,1,1997,19,2,53,5,Mitte,Land Berlin,F3__932254,005
3ggü/3,20274,Wikingerufer,ESCHEN-AHORN,ACER NEGUNDO,ACER,52,Wikingerufer,3,1960,56,12,130,14,Mitte,Land Berlin,F3__932255,ggü
3a ggü/4,20274,Wikingerufer,SPITZ-AHORN,ACER PLATANOIDES,ACER,49,Wikingerufer,3,1970,46,10,90,10,Mitte,Land Berlin,F3__932256,a ggü
3a ggü/2,20274,Wikingerufer,SPITZ-AHORN,ACER PLATANOIDES,ACER,47,Wikingerufer,3,1965,51,11,105,13,Mitte,Land Berlin,F3__932257,a ggü
4ggü/7,20274,Wikingerufer,SPITZ-AHORN,ACER PLATANOIDES,ACER,45,Wikingerufer,4,1965,51,10,105,15,Mitte,Land Berlin,F3__932258,ggü
4ggü/2,20274,Wikingerufer,SPITZ-AHORN,ACER PLATANOIDES,ACER,40,Wikingerufer,4,1955,61,11,130,16,Mitte,Land Berlin,F3__932259,ggü
56/2,20450,Wiebestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,36,Wiebestraße,56,1960,56,11,115,12,Mitte,Land Berlin,F3__932260,
7-11/8,20461,Klopstockstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,56,Klopstockstraße,7,1970,46,18,177,9,Mitte,Land Berlin,F3__932261,-11
8/1,20246,Tile-Wardenberg-Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,10,Tile-Wardenberg-Straße,8,1990,26,6,44,11,Mitte,Land Berlin,F3__932262,011
6/1,20246,Tile-Wardenberg-Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,8,Tile-Wardenberg-Straße,6,1960,56,12,125,18,Mitte,Land Berlin,F3__932263,009
1/1,20181,Huttenstraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,1,Huttenstraße,1,1980,36,9,85,12,Mitte,Land Berlin,F3__932264,
53/1,20450,Wiebestraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,32,Wiebestraße,53,1960,56,9,100,13,Mitte,Land Berlin,F3__932265,
19-23/7,20461,Klopstockstraße,WINTER-LINDE,TILIA CORDATA,TILIA,40,Klopstockstraße,19,1935,81,10,158,24,Mitte,Land Berlin,F3__932266,-23
21/1,20233,Zwinglistraße,TROMPETENBAUM,CATALPA BIGNONIOIDES,CATALPA,48,Zwinglistraße,21,2007,9,,,,Mitte,Land Berlin,F3__932267,
50/34,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,116,Huttenstraße,50,1950,66,11,130,18,Mitte,Land Berlin,F3__932268,
62A/1,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,125,Huttenstraße,62,1950,66,12,140,15,Mitte,Land Berlin,F3__932269,A
50/36,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,119,Huttenstraße,50,1950,66,12,135,18,Mitte,Land Berlin,F3__932270,
9/1,20181,Huttenstraße,WINTER-LINDE,TILIA CORDATA,TILIA,165,Huttenstraße,9,2001,15,1.5,18,4,Mitte,Land Berlin,F3__932271,
19-25/8,20183,Neues Ufer      ß,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,32,Neues Ufer,19,1990,26,5,45,6,Mitte,Land Berlin,F3__932272,-25
10/2,20413,Erasmusstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,11,Erasmusstraße,10,1970,46,11,105,16,Mitte,Land Berlin,F3__932273,
9/2,20413,Erasmusstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,9,Erasmusstraße,9,1970,46,10,100,15,Mitte,Land Berlin,F3__932274,
9/1,20413,Erasmusstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,8,Erasmusstraße,9,1970,46,9,80,15,Mitte,Land Berlin,F3__932275,008
53/1,20442,Sickingenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,32,Sickingenstraße,53,1970,46,10,95,12,Mitte,Land Berlin,F3__932276,
42/6,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,24,Sickingenstraße,42,1970,46,15,150,17,Mitte,Land Berlin,F3__932277,
34/1,20181,Huttenstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,67,Huttenstraße,34,1960,56,11,120,12,Mitte,Land Berlin,F3__932278,
21/1,30593,Fehmarner Straße,BERG-ULME,ULMUS GLABRA,ULMUS,17,Fehmarner Straße,21,1982,34,7.5,148,19,Mitte,Land Berlin,F3__934069,017
3/1,30593,Fehmarner Straße,BERG-ULME,ULMUS GLABRA,ULMUS,2,Fehmarner Straße,3,1962,54,8,137,21,Mitte,Land Berlin,F3__934071,002
125/1,20228,Quitzowstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,99,Quitzowstraße,125,1955,61,16,156,10,Mitte,Land Berlin,F3__934110,
39-40/1,20228,Quitzowstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,28,Quitzowstraße,39,1980,36,10,160,14,Mitte,Land Berlin,F3__934111,-40
14/16,30595,Föhrer Straße,WINTER-LINDE,TILIA CORDATA,TILIA,31,Föhrer Straße,14,1982,34,7,74,9,Mitte,Land Berlin,F3__934117,
6/1,30534,Buchstraße,MANDSCHU-BIRKE - JAPANISCHE WEISS-BIRKE,BETULA PLATYPHYLLA VAR. JAPONICA,BETULA,5,Buchstraße,6,1963,53,8,120,19,Mitte,Land Berlin,F3__934126,005
2/14,20443,Seestraße OT Tiergarten,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,6725,Seestraße,2,1990,26,5,52,5.5,Mitte,Land Berlin,F3__934165,
2/2,20443,Seestraße OT Tiergarten,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,6713,Seestraße,2,1990,26,6,66,7.5,Mitte,Land Berlin,F3__934166,
131/21,20443,Seestraße OT Tiergarten,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,6686,Seestraße,131,1984,32,6,74,7.5,Mitte,Land Berlin,F3__934167,
2/30,30676,Sylter Straße      ß,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,49,Sylter Straße,2,2003,13,2.5,28,5,Mitte,Land Berlin,F3__934182,
2/25,30676,Sylter Straße      ß,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,18,Sylter Straße,2,2003,13,1.5,30,5,Mitte,Land Berlin,F3__934183,
2/17,30676,Sylter Straße      ß,SANDBIRKE WEISS-BIRKE,BETULA PENDULA,BETULA,14,Sylter Straße,2,1984,32,8,105,15,Mitte,Land Berlin,F3__934184,
2/20,30676,Sylter Straße      ß,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,ACER,61,Sylter Straße,2,1985,31,8,56,12,Mitte,Land Berlin,F3__934185,
1/7,20443,Seestraße OT Tiergarten,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,6709,Seestraße,1,1997,19,5,65,6.5,Mitte,Land Berlin,F3__934197,
1/3,20443,Seestraße OT Tiergarten,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,6705,Seestraße,1,1997,19,6,60,6.5,Mitte,Land Berlin,F3__934198,
148/5,20443,Seestraße OT Tiergarten,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,6696,Seestraße,148,1997,19,4.5,49,5,Mitte,Land Berlin,F3__934199,
148/4,20443,Seestraße OT Tiergarten,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,6786,Seestraße,148,2006,10,,30,,Mitte,Land Berlin,F3__934200,
44n-o/1,20226,Beusselstraße II,SPITZ-AHORN,ACER PLATANOIDES,ACER,164,Beusselstraße,44,1986,30,4.5,60,4.5,Mitte,Land Berlin,F3__934205,n-o
2/31,30676,Sylter Straße      ß,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,ACER,68,Sylter Straße,2,1985,31,11,100,15,Mitte,Land Berlin,F3__934239,
2/12,30676,Sylter Straße      ß,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,ACER,55,Sylter Straße,2,1985,31,12,120,20,Mitte,Land Berlin,F3__934258,
131/8,20443,Seestraße OT Tiergarten,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,6673,Seestraße,131,1990,26,6.5,52,6,Mitte,Land Berlin,F3__934273,
131/3,20443,Seestraße OT Tiergarten,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,6668,Seestraße,131,1984,32,6.5,80,7.5,Mitte,Land Berlin,F3__934274,
131/2,20443,Seestraße OT Tiergarten,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,6667,Seestraße,131,1990,26,4,56,5,Mitte,Land Berlin,F3__934275,
2/1,20443,Seestraße OT Tiergarten,WINTER-LINDE,TILIA CORDATA,TILIA,6711,Seestraße,2,1960,56,8,141,12,Mitte,Land Berlin,F3__934276,
24/1,20242,Stromstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,30,Stromstraße,24,1975,41,8,119,14,Mitte,Land Berlin,F3__934281,
23/2,20252,Kirchstraße,KRIM-LINDE,TILIA EUCHLORA,TILIA,27,Kirchstraße,23,1980,36,7,104,12,Mitte,Land Berlin,F3__934284,
22/2,20252,Kirchstraße,KRIM-LINDE,TILIA EUCHLORA,TILIA,24,Kirchstraße,22,1988,28,4,55,7.5,Mitte,Land Berlin,F3__934285,
43/4,20439,Perleberger Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,54,Perleberger Straße,43,1980,36,9,80,11,Mitte,Land Berlin,F3__934290,061
42/5,20439,Perleberger Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,46,Perleberger Straße,42,1988,28,7,62,9,Mitte,Land Berlin,F3__934291,053
20/1,20252,Kirchstraße,KRIM-LINDE,TILIA EUCHLORA,TILIA,21,Kirchstraße,20,1985,31,8,77,10,Mitte,Land Berlin,F3__934292,
17/2,20252,Kirchstraße,KRIM-LINDE,TILIA EUCHLORA,TILIA,15,Kirchstraße,17,1988,28,7,81,11,Mitte,Land Berlin,F3__934293,
6/1,20252,Kirchstraße,KRIM-LINDE,TILIA EUCHLORA,TILIA,4,Kirchstraße,6,1980,36,8,82,8,Mitte,Land Berlin,F3__934294,
7ggü/2,20419,Helgoländer Ufer,BERLINER LORBEER-PAPPEL,POPULUS BEROLINENSIS,POPULUS,21,Helgoländer Ufer,7,1965,51,9,145,18,Mitte,Land Berlin,F3__934317,ggü
15/2,20449,Thomasiusstraße,GEMEINE EBERESCHE - VOGELBEERBAUM,SORBUS AUCUPARIA,SORBUS,23,Thomasiusstraße,15,1982,34,6,60,8,Mitte,Land Berlin,F3__934318,
14/2,20449,Thomasiusstraße,GEMEINE EBERESCHE - VOGELBEERBAUM,SORBUS AUCUPARIA,SORBUS,20,Thomasiusstraße,14,1980,36,3,49,11,Mitte,Land Berlin,F3__934319,
14/1,20449,Thomasiusstraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,19,Thomasiusstraße,14,1975,41,10,80,14,Mitte,Land Berlin,F3__934320,
22/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,40,Bandelstraße,22,1975,41,9,88,16,Mitte,Land Berlin,F3__934322,
5ggü/12,20419,Helgoländer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,44,Helgoländer Ufer,5,1990,26,5,39,8,Mitte,Land Berlin,F3__934327,ggü
13/1,20224,Birkenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,9,Birkenstraße,13,1935,81,20,248,21,Mitte,Land Berlin,F3__934329,
5/11,20419,Helgoländer Ufer,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,11,Helgoländer Ufer,5,1975,41,10,80,14,Mitte,Land Berlin,F3__934334,
5/10,20419,Helgoländer Ufer,TRAUBEN-EICHE - WINTER-EICHE,QUERCUS PETRAEA,QUERCUS,10,Helgoländer Ufer,5,1960,56,11,105,14,Mitte,Land Berlin,F3__934335,
85A/18,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,116,Turmstraße,85,1975,41,12,85,12,Mitte,Land Berlin,F3__934336,a
54/1,20228,Quitzowstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,40,Quitzowstraße,54,1935,81,20,290,27,Mitte,Land Berlin,F3__934339,
24/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,43,Bandelstraße,24,1975,41,9,87,13,Mitte,Land Berlin,F3__934340,
32/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,56,Bandelstraße,32,1975,41,9,70,10,Mitte,Land Berlin,F3__934341,
25/6,20249,Alt-Moabit I,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,90,Alt-Moabit,25,1985,31,5.5,62,7,Mitte,Land Berlin,F3__934345,
98/1,20249,Alt-Moabit I,WINTER-LINDE,TILIA CORDATA,TILIA,165,Alt-Moabit,98,1988,28,5,52,7,Mitte,Land Berlin,F3__934346,
25/16,20249,Alt-Moabit I,SILBER-LINDE,TILIA TOMENTOSA,TILIA,99,Alt-Moabit,25,1955,61,10,166,12,Mitte,Land Berlin,F3__934347,
58/1,20242,Stromstraße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,38,Stromstraße,58,1978,38,6,94,8,Mitte,Land Berlin,F3__934348,
47-49/1,20228,Quitzowstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,36,Quitzowstraße,47,1970,46,11,104,12,Mitte,Land Berlin,F3__934349,
27/2,20231,Stephanstraße,SAULEN-HAINBUCHE FRANS FONTAINE',CARPINUS BETULUS FRANS FONTAINE',CARPINUS,181,Stephanstraße,27,2013,3,2,24,5,Mitte,Land Berlin,F3__934350,
44/2,20231,Stephanstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,99,Stephanstraße,44,1997,19,5,67,7.5,Mitte,Land Berlin,F3__934351,
21/2,20478,Turmstraße -doppelt-,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,20,Turmstraße,21,1980,36,8.5,75,11,Mitte,Land Berlin,F3__934354,
30/1,20231,Stephanstraße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,165,Stephanstraße,30,2006,10,,30,,Mitte,Land Berlin,F3__934357,
62/2,20242,Stromstraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,42,Stromstraße,62,1975,41,8,92,7.5,Mitte,Land Berlin,F3__934360,
85/8,20478,Turmstraße -doppelt-,WINTER-LINDE,TILIA CORDATA,TILIA,99,Turmstraße,85,1955,61,10,115,13,Mitte,Land Berlin,F3__934361,
8/4,20219,Havelberger Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,11,Havelberger Straße,8,1970,46,10,90,18,Mitte,Land Berlin,F3__934362,
17/2,20221,Salzwedeler Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,20,Salzwedeler Straße,17,1970,46,9,120,17,Mitte,Land Berlin,F3__934364,
4/1,20221,Salzwedeler Straße,ZERR-EICHE,QUERCUS CERRIS,QUERCUS,4,Salzwedeler Straße,4,1978,38,9,83,10,Mitte,Land Berlin,F3__934365,
3/1,20221,Salzwedeler Straße,ZERR-EICHE,QUERCUS CERRIS,QUERCUS,3,Salzwedeler Straße,3,1975,41,11,105,15,Mitte,Land Berlin,F3__934366,
2/1,20221,Salzwedeler Straße,ZERR-EICHE,QUERCUS CERRIS,QUERCUS,2,Salzwedeler Straße,2,1978,38,10,93,13,Mitte,Land Berlin,F3__934367,
72-73/3,20228,Quitzowstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,51,Quitzowstraße,72,1985,31,8,109,16,Mitte,Land Berlin,F3__934368,-73
1/2,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,2,Bandelstraße,1,1975,41,10,103,15,Mitte,Land Berlin,F3__934369,
63/1,20242,Stromstraße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,43,Stromstraße,63,1950,66,12,181,13,Mitte,Land Berlin,F3__934370,
10b/4,20242,Stromstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,14,Stromstraße,10,1990,26,4.5,69,7,Mitte,Land Berlin,F3__934371,b
110/6,20228,Quitzowstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,83,Quitzowstraße,110,1955,61,18,186,24,Mitte,Land Berlin,F3__934375,
