ID_ORIG,NAME,LAENGE,DTV,SLKW,LLKW,BUS,KRAD,N_BETROF,EM_NOX,EM_PM10,EM_PM25,GNO2_M,GPM10_M,GPM25_M,MB1_EMNOX,MB1_EM_PM1,MB1_EMPM25,MB1_GNO2,MB1_GPM10,MB1_GPM25,alias
5964,Kaiserin-Augusta-Allee,107.52,15172,531,1199,319,212,111,7.45,1.18,0.68,28.43,27.66,18.24,-11.01,-5.25,-8.74,-5.55,-1.53,-1.89,5321
5965,Kaiserin-Augusta-Allee,113.25,15172,531,1199,319,212,103,7.45,1.18,0.68,27.2,27.26,18.01,-11.01,-5.25,-8.74,-5.39,-1.47,-1.79,5322
5966,Kaiserin-Augusta-Allee,162.55,15172,531,1199,319,212,16,7.45,1.18,0.68,19.06,24.49,16.4,-11.01,-5.25,-8.74,-3.16,-1.04,-1.03,5323
5992,Huttenstr.,24.87,7308,365,541,365,102,5,4.81,0.7,0.4,19.31,24.52,16.43,-12.51,-5.13,-8.62,-3.49,-1.02,-1.03,5346
5993,Huttenstr.,159.24,7308,365,541,365,102,129,4.81,0.7,0.4,24.56,26.31,17.46,-12.51,-5.13,-8.62,-5.21,-1.3,-1.49,5347
5994,Huttenstr.,24.68,7308,365,541,365,102,5,4.81,0.7,0.4,19.16,24.66,16.52,-12.51,-5.13,-8.62,-3.42,-1.02,-1.02,5348
5995,Huttenstr.,137.26,7308,365,541,365,102,121,4.81,0.7,0.4,24.85,26.55,17.6,-12.51,-5.13,-8.62,-5.29,-1.31,-1.51,5349
6050,Huttenstr.,124.6,7308,190,541,365,102,92,4.34,0.63,0.36,23.34,26.19,17.39,-11.95,-5.24,-8.75,-4.73,-1.24,-1.38,5401
6051,Huttenstr.,94.11,7308,190,541,365,102,91,4.34,0.63,0.36,24.99,26.7,17.69,-11.95,-5.24,-8.75,-5.09,-1.32,-1.51,5402
6153,Otto-Suhr-Allee,35.7,22820,434,1803,685,319,0,11.26,1.74,1.01,21.47,25.04,16.72,-10.85,-5.29,-8.78,-3.76,-1.07,-1.16,5498
6154,Otto-Suhr-Allee,114.23,22820,434,1803,685,319,81,11.26,1.74,1.01,27.5,27.19,17.96,-10.85,-5.29,-8.78,-5.08,-1.42,-1.71,5499
6155,Otto-Suhr-Allee,277.44,22820,434,1803,685,319,199,11.26,1.74,1.01,23.69,25.83,17.18,-10.85,-5.29,-8.78,-4.52,-1.21,-1.39,5500
6186,Str. des 17. Juni,371.5,51847,1089,4096,363,726,0,20.56,3.51,2.04,20.6,24.73,16.54,-9.36,-5.23,-8.65,-3.37,-1.07,-1.1,5529
6275,Marchstr.,20.57,11298,429,893,271,158,0,5.87,0.95,0.54,20.11,24.77,16.56,-11.23,-5.05,-8.45,-3.33,-1.07,-1.09,5610
6276,Marchstr.,241.6,11298,429,893,271,158,72,5.87,0.95,0.54,21.39,25.13,16.77,-11.23,-5.05,-8.45,-3.74,-1.12,-1.18,5611
6277,Alt-Moabit,333.83,20123,463,1590,342,282,288,8.95,1.44,0.84,32.12,29.39,19.24,-10.25,-5.29,-8.76,-5.6,-1.7,-2.16,5612
6278,Helmholtzstr.,186.91,19161,402,1514,422,268,155,8.83,1.4,0.81,33.29,29.61,19.37,-10.46,-5.3,-8.79,-5.82,-1.78,-2.29,5613
6279,Helmholtzstr.,64.95,19161,402,1514,422,268,8,8.83,1.4,0.81,20.84,25.13,16.77,-10.46,-5.3,-8.79,-3.75,-1.13,-1.19,5614
6280,Beusselstr.,25.92,16869,624,1333,135,236,5,6.38,0.89,0.52,20.58,25.21,16.83,-10.23,-6.21,-10.07,-3.71,-1.11,-1.16,5615
6281,Beusselstr.,151.35,16869,624,1333,135,236,129,6.38,0.89,0.52,29.88,28.22,18.61,-10.23,-6.21,-10.07,-5.54,-1.67,-2.07,5616
6282,Levetzowstr.,186.02,15428,324,1219,309,216,5,6.93,1.1,0.64,21.01,25.36,16.87,-10.36,-5.33,-8.83,-3.3,-1.16,-1.16,5617
6283,Levetzowstr.,305.54,15428,324,1219,309,216,251,6.93,1.1,0.64,26.63,27.25,17.99,-10.36,-5.33,-8.83,-4.92,-1.43,-1.7,5618
6284,Levetzowstr.,44,15019,315,1187,315,210,7,5.84,0.77,0.46,20.21,24.9,16.63,-10.37,-6.36,-10.28,-3.5,-1.08,-1.11,5619
6285,Levetzowstr.,139.06,15019,315,1187,315,210,133,5.84,0.77,0.46,25.97,26.6,17.64,-10.37,-6.36,-10.28,-4.88,-1.42,-1.67,5620
6286,Levetzowstr.,97.64,15019,315,1187,315,210,74,5.84,0.77,0.46,23.81,26.01,17.28,-10.37,-6.36,-10.28,-4.41,-1.3,-1.46,5621
6287,Turmstr.,169,19561,391,1545,880,274,158,10.98,1.62,0.94,35.18,30.24,19.71,-11.6,-5.31,-8.84,-6.16,-1.79,-2.31,5622
6288,Turmstr.,138.74,19561,391,1545,880,274,123,10.98,1.62,0.94,33.98,29.8,19.45,-11.6,-5.31,-8.84,-6.04,-1.73,-2.21,5623
6289,Beusselbrücke,102.11,36133,1771,2927,578,506,42,21.52,3.59,2.11,26.78,27.78,18.3,-2.83,-1.48,-2.49,-2.97,-0.98,-1.07,5624
6290,Sickingenstr.,238.88,12236,771,991,12,171,166,5.94,1.02,0.59,28.47,28.59,18.75,-10.99,-5.05,-8.44,-5.56,-1.49,-1.85,5625
6295,Saatwinkler Damm,126.49,15965,527,1245,399,160,3,9.54,1.44,0.86,20.84,24.92,16.61,-2.42,-1.49,-2.48,-2.62,-0.86,-0.87,5629
6297,Saatwinkler Damm,65.97,15965,527,1245,399,160,23,9.54,1.44,0.86,26.99,27.19,17.98,-2.42,-1.49,-2.48,-2.48,-0.89,-0.96,5631
6310,Bachstr.,84.14,14296,272,1129,172,200,47,5.92,1,0.58,25.34,26.83,17.74,-9.66,-5.15,-8.53,-4.44,-1.4,-1.59,5642
6311,Bachstr.,150.07,14296,272,1129,172,200,17,5.92,1,0.58,22.2,25.7,17.08,-9.66,-5.15,-8.53,-3.63,-1.21,-1.26,5643
6312,Bachstr.,40.85,14296,272,1129,172,200,8,5.92,1,0.58,22.24,25.3,16.88,-9.66,-5.15,-8.53,-3.89,-1.18,-1.28,5644
6313,Bachstr.,33.65,14296,272,1129,172,200,2,5.92,1,0.58,29.21,27.91,18.4,-9.66,-5.15,-8.53,-5.06,-1.57,-1.91,5645
6314,Bachstr.,110.77,14296,272,1129,172,200,6,5.92,1,0.58,33.59,29.72,19.44,-9.66,-5.15,-8.53,-5.44,-1.8,-2.28,5646
6315,Bachstr.,66.68,14296,272,1129,172,200,4,5.92,1,0.58,31.01,28.87,18.93,-9.66,-5.15,-8.53,-5.13,-1.7,-2.07,5647
6316,Bachstr.,49.95,14296,272,1129,172,200,4,5.92,1,0.58,27.56,27.68,18.23,-9.66,-5.15,-8.53,-4.79,-1.55,-1.81,5648
6322,Str. des 17. Juni,141.95,39107,899,3089,430,547,5,16.43,2.75,1.6,22.69,25.47,16.98,-9.8,-5.21,-8.64,-4.06,-1.21,-1.34,5654
6323,Str. des 17. Juni,753.4,39107,899,3089,430,547,1,16.43,2.75,1.6,19.92,24.63,16.49,-9.8,-5.21,-8.64,-3.45,-1.09,-1.11,5655
6325,Stromstr.,216.82,21832,371,1616,175,306,179,7.26,1.02,0.61,28.73,27.7,18.29,-9.08,-6.21,-10.01,-4.92,-1.53,-1.88,5657
6327,Lessingstr.,25,21832,371,1616,175,306,6,7.26,1.02,0.61,19.48,24.74,16.54,-9.08,-6.21,-10.01,-3.2,-0.97,-0.99,5658
6328,Lessingstr.,162.1,21832,371,1616,175,306,94,7.26,1.02,0.61,21.22,25.23,16.83,-9.08,-6.21,-10.01,-3.72,-1.08,-1.18,5659
6329,Turmstr.,145.9,13243,265,1046,874,185,114,8.57,1.2,0.69,30.72,28.45,18.65,-12.33,-5.36,-8.95,-5.85,-1.55,-1.91,5660
6330,Turmstr.,89.1,13243,265,1046,874,185,33,8.57,1.2,0.69,24.19,26.37,17.45,-12.33,-5.36,-8.95,-4.58,-1.22,-1.37,5661
6331,Alt-Moabit,187.71,21647,498,1710,346,303,89,9.54,1.55,0.9,23.79,26.41,17.49,-10.17,-5.28,-8.74,-4.31,-1.25,-1.41,5662
6336,Siemensstr.,147.13,8162,359,661,73,114,76,3.27,0.45,0.26,20.75,25.69,16.98,-10.65,-6.23,-10.12,-3.59,-1,-1.07,5667
7657,Hofjägerallee,472.83,41247,784,3259,742,577,0,18.19,2.99,1.74,20.04,24.66,16.5,-10.12,-5.2,-8.62,-3.57,-1.06,-1.1,6885
7658,Altonaer Str.,148.65,22198,466,1754,311,311,40,9.47,1.55,0.9,21.94,25.52,16.99,-9.92,-5.28,-8.74,-3.78,-1.19,-1.26,6886
7659,Altonaer Str.,283.87,22198,466,1754,311,311,9,9.47,1.55,0.9,20.96,24.97,16.68,-9.92,-5.28,-8.74,-3.78,-1.13,-1.19,6887
7664,Turmstr.,157.73,5119,113,379,363,72,107,2.51,0.25,0.14,22.19,25.26,16.84,-12.45,-7.24,-11.63,-4.31,-1.12,-1.23,6892
7666,Turmstr.,288.58,5119,113,379,363,72,88,2.51,0.25,0.14,22.47,25.57,17,-12.45,-7.24,-11.63,-4.02,-1.12,-1.21,6894
7667,Turmstr.,33.46,5119,113,379,363,72,5,2.51,0.25,0.14,20.16,24.89,16.61,-12.45,-7.24,-11.63,-3.44,-1.01,-1.04,6895
7670,Perleberger Str.,69.08,6955,132,549,369,97,10,3.73,0.49,0.28,19.43,24.9,16.6,-11.92,-5.82,-9.6,-3.31,-0.95,-0.97,6898
7671,Perleberger Str.,117.38,6955,132,549,369,97,75,3.73,0.49,0.28,22.73,25.95,17.21,-11.92,-5.82,-9.6,-4.17,-1.13,-1.24,6899
7672,Perleberger Str.,142.42,6955,132,549,369,97,111,3.73,0.49,0.28,23.46,26.08,17.29,-11.92,-5.82,-9.6,-4.6,-1.17,-1.33,6900
7678,Perleberger Str.,68.16,6946,132,549,368,97,13,3.72,0.49,0.28,19.45,24.88,16.59,-11.88,-5.81,-9.59,-3.4,-0.95,-0.98,6906
7679,Perleberger Str.,215.69,6946,132,549,368,97,185,3.72,0.49,0.28,24.57,26.36,17.45,-11.88,-5.81,-9.59,-5,-1.24,-1.45,6907
7680,An der Putlitzbrücke,236.24,30664,889,2422,92,429,10,13.21,2.29,1.36,21.63,26.66,17.4,-3.14,-1.77,-2.95,-3.1,-0.93,-0.98,6908
7681,An der Putlitzbrücke,119.88,30664,889,2422,92,429,88,13.21,2.29,1.36,29.64,30.47,19.5,-3.14,-1.77,-2.95,-2.85,-0.97,-1.12,6909
7693,Föhrer Str.,166.1,38250,918,3022,38,536,73,17.51,3.16,1.88,25.82,28.36,18.5,-3.03,-1.69,-2.81,-2.71,-0.97,-1.04,6919
7694,Föhrer Str.,94.6,38250,918,3022,38,536,67,17.51,3.16,1.88,32.93,31.12,20.24,-3.03,-1.69,-2.81,-2.7,-1.04,-1.2,6920
880,Otto-Suhr-Allee,161.43,27686,637,2187,692,388,132,13.34,2.11,1.22,26.93,27.07,17.89,-10.74,-5.24,-8.71,-5.09,-1.43,-1.71,763
895,Mierendorffplatz,77.06,11319,294,894,317,158,25,5.46,0.82,0.48,20.45,24.68,16.52,-11.05,-5.44,-9.01,-3.62,-1.07,-1.12,777
896,Lise-Meitner-Str.,48.92,9623,346,779,38,135,0,4.37,0.71,0.42,20.27,24.46,16.4,-3.17,-1.83,-3.03,-2.69,-0.98,-0.95,778
900,Olbersstr.,69.25,3022,151,224,511,42,36,3.3,0.38,0.21,20.18,24.42,16.36,-14.28,-5.49,-9.25,-3.75,-1.01,-1.04,782
904,Kaiserin-Augusta-Allee,218.22,14307,501,1130,315,200,222,7.07,1.11,0.64,29.26,27.88,18.37,-11.04,-5.26,-8.74,-5.62,-1.56,-1.94,785
924,Leibnizstr.,236.35,14074,211,1041,239,197,199,5.98,0.99,0.58,29.1,27.94,18.4,-9.8,-5.08,-8.44,-5.06,-1.5,-1.84,803
925,Leibnizstr.,30.16,14074,211,1041,239,197,2,5.98,0.99,0.58,21.45,25.16,16.78,-9.8,-5.08,-8.44,-3.65,-1.08,-1.16,804
931,Cauerstr.,142.34,14600,307,1153,234,204,140,5.51,0.77,0.45,32.8,28.81,18.95,-10.01,-6.07,-9.87,-5.68,-1.81,-2.32,808
932,Kaiserin-Augusta-Allee,128.7,15172,577,1199,46,212,94,6.36,1.08,0.62,23.32,26.18,17.39,-10.02,-5.22,-8.66,-4.44,-1.29,-1.46,809
934,Neues Ufer,73.83,7308,234,541,95,102,25,3.25,0.53,0.3,19.95,24.76,16.56,-10.39,-5.18,-8.61,-3.55,-1.06,-1.08,810
936,Sickingenstr.,74.31,12236,832,991,24,171,26,6.16,1.05,0.6,23.64,26.22,17.4,-11.21,-5.02,-8.41,-4.65,-1.29,-1.45,811
937,Sickingenstr.,78.66,12236,832,991,24,171,53,6.16,1.05,0.6,26.8,27.58,18.19,-11.21,-5.02,-8.41,-5.42,-1.46,-1.76,812
938,Sickingenstr.,59.85,12236,832,991,12,171,40,6.11,1.05,0.6,25.96,27.34,18.06,-11.18,-5.02,-8.41,-5.29,-1.41,-1.68,813
939,Sickingenstr.,94.77,12236,832,991,12,171,7,6.11,1.05,0.6,23.34,26.42,17.53,-11.18,-5.02,-8.41,-4.59,-1.27,-1.42,814
956,Marchstr.,150.94,11298,362,893,271,158,110,5.48,0.85,0.49,21.72,25.13,16.77,-11.05,-5.36,-8.89,-4.03,-1.09,-1.2,829
962,Franklinstr.,206.55,11298,452,893,90,158,164,5.11,0.87,0.5,23.76,26.22,17.4,-10.44,-5.03,-8.39,-4.57,-1.29,-1.48,835
963,Franklinstr.,164.35,11298,452,893,90,158,163,5.11,0.87,0.5,24.94,26.72,17.69,-10.44,-5.03,-8.39,-4.81,-1.36,-1.59,836
964,Franklinstr.,35.63,11298,452,893,90,158,1,5.11,0.87,0.5,20.22,24.95,16.66,-10.44,-5.03,-8.39,-3.48,-1.1,-1.12,837
965,Franklinstr.,134.46,11298,452,893,90,158,54,5.11,0.87,0.5,22.71,25.87,17.19,-10.44,-5.03,-8.39,-4.2,-1.26,-1.38,838
966,Gotzkowskystr.,93.22,37609,865,2971,639,527,90,16.71,2.7,1.57,27.71,27.62,18.22,-10.24,-5.29,-8.76,-5.14,-1.5,-1.81,839
967,Gotzkowskystr.,182.64,7944,191,588,373,111,167,3.92,0.48,0.28,27.22,26.92,17.82,-11.72,-6.23,-10.17,-5.35,-1.46,-1.72,840
968,Gotzkowskybrücke,105.93,28613,486,2260,429,401,19,12.03,1.97,1.15,20.1,24.92,16.65,-9.8,-5.29,-8.74,-3.5,-1.09,-1.12,841
969,Kaiserin-Augusta-Allee,118.91,15172,577,1199,46,212,23,6.36,1.08,0.62,20.88,25.31,16.88,-10.02,-5.22,-8.66,-3.72,-1.15,-1.2,842
970,Kaiserin-Augusta-Allee,79.44,15172,577,1199,46,212,35,6.36,1.08,0.62,24.54,26.72,17.7,-10.02,-5.22,-8.66,-4.67,-1.37,-1.57,843
971,Kaiserin-Augusta-Allee,73.93,15172,577,1199,46,212,17,6.36,1.08,0.62,20.5,25.26,16.85,-10.02,-5.22,-8.66,-3.65,-1.13,-1.18,844
973,Beusselstr.,132.15,16869,574,1333,135,236,134,6.26,0.87,0.51,30.75,28.39,18.71,-10.09,-6.23,-10.09,-5.59,-1.73,-2.16,845
974,Alt-Moabit,147.61,29102,989,2299,175,407,155,12.47,2.18,1.26,42.37,34.32,22.09,-10,-5.03,-8.37,-6.24,-2.19,-3,846
975,Huttenstr.,279.33,7308,190,541,365,102,235,4.34,0.63,0.36,23.87,26.34,17.48,-11.95,-5.24,-8.75,-4.9,-1.27,-1.43,847
976,Huttenstr.,76.79,7308,190,541,365,102,19,4.34,0.63,0.36,19.58,24.95,16.68,-11.95,-5.24,-8.75,-3.56,-1.05,-1.06,848
977,Turmstr.,94.66,11617,232,918,860,163,58,7.52,0.98,0.57,27.07,27.22,17.98,-12.55,-5.61,-9.32,-5.42,-1.42,-1.65,849
978,Beusselstr.,23.65,20295,670,1603,649,284,5,9.38,1.21,0.71,21,25.38,16.93,-11.39,-6.23,-10.16,-3.91,-1.12,-1.18,850
979,Beusselstr.,142.9,20295,670,1603,649,284,134,9.38,1.21,0.71,35.34,29.74,19.49,-11.39,-6.23,-10.16,-6.26,-1.89,-2.45,851
980,Gotzkowskystr.,149.57,7944,95,588,373,111,125,3.7,0.45,0.26,26.95,26.95,17.84,-11.36,-6.31,-10.26,-5.18,-1.44,-1.68,852
981,Kaiserin-Augusta-Allee,41,15172,577,1199,46,212,11,6.36,1.08,0.62,20.31,25.17,16.81,-10.02,-5.22,-8.66,-3.68,-1.11,-1.16,853
982,Kaiserin-Augusta-Allee,48.66,15172,577,1199,46,212,12,6.36,1.08,0.62,19.93,24.98,16.7,-10.02,-5.22,-8.66,-3.57,-1.09,-1.12,854
983,Kaiserin-Augusta-Allee,176.42,15172,577,1199,46,212,121,6.36,1.08,0.62,25.28,27.03,17.89,-10.02,-5.22,-8.66,-4.87,-1.41,-1.65,855
