AnzahlDerObergeschosse,Bauart_schluessel,Bauart_bezeichnung,AAA-Beschreibung,alias,LageZurErdoberflaeche_schluessel,LageZurErdoberflaeche_bezeichnung,Gebaeudefunktion_schluessel,Gebaeudefunktion_bezeichnung,AnzahlDerUntergeschosse,Gebaeudekennzeichen,Beschreibung_schluessel,Beschreibung_bezeichnung,Strassen_schluessel,Strassen_name,PseudoNummer,LaufendeNummer,Bauweise_schluessel,Bauweise_bezeichnung,Hausnummer,Name,Hochhaus,Zustand_schluessel,Zustand_bezeichnung
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20599,,,,,,,,,,,,,,,,,,,
11,1300,Hochhausgebäudeteil,AX_Bauteil,F11__20601,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20604,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20608,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20627,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20630,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20642,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20657,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20675,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20677,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20680,,,,,,,,,,,,,,,,,,,
3,2400,Arkade,AX_Bauteil,F11__20687,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20689,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20692,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20700,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20713,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20716,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20719,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20724,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20727,,,,,,,,,,,,,,,,,,,
7,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20729,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20732,,,,,,,,,,,,,,,,,,,
7,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20735,,,,,,,,,,,,,,,,,,,
9,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20755,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20765,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20778,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20791,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20800,,,,,,,,,,,,,,,,,,,
6,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20803,,,,,,,,,,,,,,,,,,,
8,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20810,,,,,,,,,,,,,,,,,,,
,2710,Schornstein im Gebäude,AX_Bauteil,F11__20813,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20815,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20826,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20840,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20844,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20849,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20869,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20871,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20876,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20877,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20878,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20879,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20881,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20896,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20905,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20908,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20914,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20915,,,,,,,,,,,,,,,,,,,
3,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20923,1400,Aufgeständert,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20925,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20927,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20939,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20940,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20960,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20961,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20962,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20964,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20966,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20968,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__20977,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__20985,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20988,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__20990,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__20992,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21000,,,,,,,,,,,,,,,,,,,
,2300,Loggia,AX_Bauteil,F11__21005,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21022,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21026,,,,,,,,,,,,,,,,,,,
17,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21028,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21030,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21031,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21054,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21055,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21069,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21074,,,,,,,,,,,,,,,,,,,
5,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21080,,,,,,,,,,,,,,,,,,,
,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21098,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21100,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21107,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21112,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21116,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21123,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21132,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21148,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21153,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21154,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21155,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21171,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21175,,,,,,,,,,,,,,,,,,,
16,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21176,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21191,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21197,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21200,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21208,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21211,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21213,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21218,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21224,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21227,,,,,,,,,,,,,,,,,,,
3,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21231,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21232,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21233,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21235,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21245,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21251,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21256,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21271,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21290,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21299,,,,,,,,,,,,,,,,,,,
9,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21303,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21319,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21320,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21321,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21326,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21337,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21350,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21363,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21376,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21377,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21379,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21380,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21381,,,,,,,,,,,,,,,,,,,
5,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21383,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21399,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21400,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21410,,,,,,,,,,,,,,,,,,,
10,1300,Hochhausgebäudeteil,AX_Bauteil,F11__21415,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21420,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21423,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21424,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21427,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21443,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21468,,,,,,,,,,,,,,,,,,,
20,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21469,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21481,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21495,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21516,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21523,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21527,,,,,,,,,,,,,,,,,,,
9,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21532,,,,,,,,,,,,,,,,,,,
2,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21536,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21545,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21571,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21577,,,,,,,,,,,,,,,,,,,
11,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21578,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21583,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21593,,,,,,,,,,,,,,,,,,,
5,2400,Arkade,AX_Bauteil,F11__21595,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21598,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21629,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21632,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21634,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21644,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21648,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21650,,,,,,,,,,,,,,,,,,,
,2300,Loggia,AX_Bauteil,F11__21655,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21656,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21663,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21679,,,,,,,,,,,,,,,,,,,
3,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21686,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21687,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21696,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21698,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21703,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21704,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21711,,,,,,,,,,,,,,,,,,,
11,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21715,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21723,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21724,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21736,,,,,,,,,,,,,,,,,,,
6,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21750,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21755,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21759,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21766,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21767,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21771,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21777,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21792,,,,,,,,,,,,,,,,,,,
1,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21794,1400,Aufgeständert,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21801,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21809,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21810,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21815,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21816,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21819,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21822,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21823,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21826,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21828,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21834,,,,,,,,,,,,,,,,,,,
5,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__21837,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21843,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21858,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21861,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21874,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21878,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21888,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21894,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21904,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21906,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21917,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21921,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21924,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21927,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21943,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21948,,,,,,,,,,,,,,,,,,,
7,2400,Arkade,AX_Bauteil,F11__21953,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__21965,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21969,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21974,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__21979,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__21993,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__22014,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__22031,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__22033,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22040,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22045,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22055,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22067,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22075,,,,,,,,,,,,,,,,,,,
8,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22077,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22078,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__22079,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__22085,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22087,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__22095,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__22118,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__22119,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22121,,,,,,,,,,,,,,,,,,,
8,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22128,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22137,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__22157,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22168,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22184,,,,,,,,,,,,,,,,,,,
7,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22187,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22192,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22195,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22198,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22207,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22209,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22219,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22226,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22234,,,,,,,,,,,,,,,,,,,
10,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22236,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22251,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22253,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22264,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__22266,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22276,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22281,,,,,,,,,,,,,,,,,,,
8,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__22283,,,,,,,,,,,,,,,,,,,
