Bauwerksfunktion_schluessel,Bauwerksfunktion_bezeichnung,Beschreibung_schluessel,Beschreibung_bezeichnung,AAA-Beschreibung,alias,Bahnkategorie_schluessel,Bahnkategorie_bezeichnung,Art_schluessel,Art_bezeichnung
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531942,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531944,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531945,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531948,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531949,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531950,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531951,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531952,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531955,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531957,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531959,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531960,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531961,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531964,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531967,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531969,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531972,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531974,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531977,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531978,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531979,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531980,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531981,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531982,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531983,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531985,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531987,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531988,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531989,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531990,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531991,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__531998,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532000,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532005,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532006,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532007,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532011,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532012,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532015,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532017,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532021,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532023,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532027,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532028,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532032,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532034,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532035,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532037,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532038,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532042,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532051,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532053,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532054,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532059,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532061,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532063,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532066,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532069,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532071,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532073,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532074,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532076,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532079,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532083,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532084,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532087,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532088,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532090,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532093,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532094,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532096,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532099,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532100,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532104,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532105,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532106,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532110,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532111,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532118,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532119,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532120,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532122,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532126,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532128,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532129,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532130,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532132,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532134,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532135,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532136,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532140,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532141,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532143,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532144,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532145,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532146,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532149,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532151,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532153,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532159,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532162,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532163,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532164,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532168,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532169,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532170,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532175,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532181,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532182,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532185,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532186,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532187,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532188,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532189,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532190,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532191,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532193,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532194,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532195,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532196,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532201,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532203,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532204,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532213,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532214,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532222,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532225,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532227,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532233,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532236,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532237,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532239,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532240,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532241,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532242,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532251,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532252,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532253,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532256,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532258,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532259,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532260,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532263,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532264,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532265,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532266,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532270,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532272,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532276,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532277,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532279,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532280,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532281,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532287,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532289,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532293,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532294,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532297,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532298,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532300,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532302,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532304,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532306,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532308,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532312,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532314,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532316,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532321,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532324,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532325,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532326,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532327,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532329,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532332,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532333,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532335,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532337,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532339,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532342,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532343,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532347,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532348,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532349,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532353,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532354,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532355,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532357,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532362,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532363,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532364,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532366,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532367,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532370,,,1011,Fahrbahnbegrenzungslinie überdeckt
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532372,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532373,,,1010,Fahrbahnbegrenzungslinie
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_Strassenverkehrsanlage,F4__532374,,,1011,Fahrbahnbegrenzungslinie überdeckt
