ELEM_NR,STRSCHL,STR_NAME,STRKLASSE1,STRKLASSE,STRKLASSE2,VRICHT,BEZIRK,STADTTEIL,EBENE,VON_VP,BIS_VP,LAENGE,GILT_VON,OKSTRA_ID,alias,STR_BEZ
41540008_41540028.01,03875,Salzufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540008,41540028,109.09,20100101,ABB8EC1CD5604D6798161BD9AA8A421A,Salzufer,
40560013_40550043.01,04070,Schwarzer Weg,V,F,VWEG,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560013,40550043,458.13,20120801,F5451ACF4CD84B61900C440E66F03B6D,Schwarzer Weg,
40550043_40550032.01,04070,Schwarzer Weg,V,F,VWEG,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550043,40550032,96.62,20120801,4AF3BAC728B24CB48265E754B12E0446,Schwarzer Weg,
41570020_41570019.01,00543,Beusselstraße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570020,41570019,37.87,20100101,B199564FD1B8437F9CDF05E7BD497EB9,Beusselstraße,
41570003_41570004.01,04119,Seestraße,II,G,STRA,B,Mitte,Moabit,0,41570003,41570004,256.67,20100101,BA290AC35F7143FD95FFD47DA23786C5,Seestraße,
40560004_40560005.01,04162,Sickingenstraße,III,G,STRA,B,Mitte,Moabit,0,40560004,40560005,165.4,20100101,F5854EF726D341E099741539AF05F3AB,Sickingenstraße,
40560005_40560006.01,04162,Sickingenstraße,III,G,STRA,B,Mitte,Moabit,0,40560005,40560006,164.64,20100101,48B2048AD3C0462690D78D0E854F4539,Sickingenstraße,
40560006_41560003.01,04162,Sickingenstraße,III,G,STRA,B,Mitte,Moabit,0,40560006,41560003,408.21,20100101,153D80F11712475FB1F0D0559055EFFB,Sickingenstraße,
41560003_41560013.01,04162,Sickingenstraße,III,G,STRA,B,Mitte,Moabit,0,41560003,41560013,127.76,20100101,EDCABEBC23BE408F9A32D8BD723EF142,Sickingenstraße,
41560013_41560006.01,04162,Sickingenstraße,III,G,STRA,B,Mitte,Moabit,0,41560013,41560006,130.54,20100101,2D688BF7846547EF97BCDAA5CF5403DD,Sickingenstraße,
41560014_42560013.01,04173,Siemensstraße,V,G,STRA,B,Mitte,Moabit,0,41560014,42560013,200.67,20141211,43611EA1C82F4AF0AB19375F0C0E05BA,Siemensstraße,
42560013_42560026.01,04173,Siemensstraße,V,G,STRA,B,Mitte,Moabit,0,42560013,42560026,65.92,20141211,612CC48747E64D9DBD8A4E89508D371A,Siemensstraße,
42560026_42560027.01,04173,Siemensstraße,V,G,STRA,B,Mitte,Moabit,0,42560026,42560027,85.52,20141211,2158233E60BA472C9F06B1EEDAE68935,Siemensstraße,
42560027_42560011.01,04173,Siemensstraße,V,G,STRA,B,Mitte,Moabit,0,42560027,42560011,185.04,20141211,8547F83FE8494D959305D22CA63DDB34,Siemensstraße,
40550039_40550011.01,04202,Sömmeringstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550039,40550011,234.91,20100101,A4EBDC325BA84BBD9AAD56399243ED76,Sömmeringstraße,
42550017_42550022.01,04357,Stromstraße,II,G,STRA,B,Mitte,Moabit,0,42550017,42550022,99.78,20100101,A33FA4BE0E5F4E54A2BF94BCCF3275B7,Stromstraße,
42550022_42550007.01,04357,Stromstraße,II,G,STRA,B,Mitte,Moabit,0,42550022,42550007,146.16,20100101,6713941FADF4468FB67463D1959A628F,Stromstraße,
42550007_42550028.01,04357,Stromstraße,II,G,STRA,B,Mitte,Moabit,0,42550007,42550028,102.9,20100101,E87B6B972EA74D8BA83E04941833DEC8,Stromstraße,
42550028_42560028.01,04357,Stromstraße,II,G,STRA,B,Mitte,Moabit,0,42550028,42560028,200.32,20100101,CF85D39BD3564645A1719833A736151E,Stromstraße,
42560028_42560022.01,04357,Stromstraße,II,G,STRA,B,Mitte,Moabit,0,42560028,42560022,80.64,20100101,23CF0EC7038E42A081994F5F5A9BC208,Stromstraße,
42560022_42560004.01,04357,Stromstraße,II,G,STRA,B,Mitte,Moabit,0,42560022,42560004,335.02,20100101,1F9DD07F38DF4770A7E6105353A37B36,Stromstraße,
42570015_42570014.01,04393,Sylter Straße,IV,G,STRA,B,Mitte,Wedding,0,42570015,42570014,363.12,20100101,9A945DC1392941A18BC12BF2415A8BC6,Sylter Straße,
40570007_40570002.01,04467,Thaters Privatweg,V,P,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570007,40570002,593.26,20120921,1A07600297AE4906BE0C2AF2BA7740CB,Thaters Privatweg,
42550024_42550006.01,04488,Thusnelda-Allee,IV,G,STRA,B,Mitte,Moabit,0,42550024,42550006,76.38,20100101,5679D6997999433689E3BB81A89CB6D3,Thusnelda-Allee,
41550040_41550034.01,04537,Treidelweg,V,F,FUWE,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550040,41550034,25.17,20100101,77F2562404C044708CC5661EE027C074,Treidelweg,
41560004_41550014.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,41560004,41550014,128.22,20100101,653D74A09246472A80B9F94A819106CA,Turmstraße,
41550014_41550009.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,41550014,41550009,189,20100101,1FBEB7DB8A3D4130B996200B4652BF85,Turmstraße,
41550009_42550026.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,41550009,42550026,147.52,20100101,F0B14D3628744E8BBF02DFF3C38AD42D,Turmstraße,
42550026_42550014.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550026,42550014,150.54,20100101,990C93E94BFD45B1BA5D1B7B2AA6548D,Turmstraße,
42550014_42550024.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550014,42550024,101.73,20100101,307F602D979A489DA8002CCDCC991008,Turmstraße,
42550024_42550013.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550024,42550013,55.8,20100101,9E149BE57DC74A2B870D821854B4DFBB,Turmstraße,
42550013_42550029.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550013,42550029,94.79,20100101,C8362FB4976A4712911333E5DE324991,Turmstraße,
42550028_42550025.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550028,42550025,150.22,20100101,240EC2A0470F43B6B3954D320264C81A,Turmstraße,
42550025_43550008.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550025,43550008,310.71,20100101,DB7564124562446C962F914E049931CF,Turmstraße,
43550008_43550028.01,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,43550008,43550028,121.45,20100101,8AE2418510EE48D8859E05ED66B5E8A5,Turmstraße,
40550030_40550044.01,04803,Wernigeroder Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550030,40550044,39.2,20100101,BE228B03208A4300AB5AE710C1313EA1,Wernigeroder Straße,
42570004_42570001.01,04817,Westhafenstraße,V,N,STRA,B,Mitte,Moabit,0,42570004,42570001,198.39,20120921,8487960A2A334FEDAF2F692D3B3DD1DF,Westhafenstraße,
40550002_40550003.01,04837,Wiebestraße,IV,G,STRA,B,Mitte,Moabit,0,40550002,40550003,51.14,20100101,6FA53E18D5AD45CEB7D7ABECE7E3F211,Wiebestraße,
40550003_40560003.01,04837,Wiebestraße,IV,G,STRA,B,Mitte,Moabit,0,40550003,40560003,245.14,20100101,568F5962415749B280CABC3424785AC8,Wiebestraße,
40560003_40560006.01,04837,Wiebestraße,IV,G,STRA,B,Mitte,Moabit,0,40560003,40560006,322.21,20100101,00B3189781404311BDE710403ADB2031,Wiebestraße,
39540061_40540027.01,05016,Zillestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,39540061,40540027,141.27,20100101,84E3A6FE46024705AB7011A94ED333FA,Zillestraße,
40540027_40540020.01,05016,Zillestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540027,40540020,167.56,20100101,E3D68F7435B942259B8450F0886677A2,Zillestraße,
41550007_41550013.01,05049,Zwinglistraße,V,G,STRA,B,Mitte,Moabit,0,41550007,41550013,145.56,20100101,801A6A107BE94F9D8EA41EC9C8C16716,Zwinglistraße,
40560008_40550045.01,05134,Lise-Meitner-Straße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560008,40550045,264.39,20100101,71A327BC81674DE390C4F05A2CA2747F,Lise-Meitner-Straße,
40560014_40560008.01,05134,Lise-Meitner-Straße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560014,40560008,291.41,20100101,94786002B3494EFFB7DB50D5ACEDE7CD,Lise-Meitner-Straße,
40560016_40560014.01,05134,Lise-Meitner-Straße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40560016,40560014,49.27,20100101,A9648FCEA1CC4B66BC9E1EE8F1032ACD,Lise-Meitner-Straße,
40550042_40550046.01,05307,Iburger Ufer,V,F,FUWE,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550042,40550046,35.46,20120801,C6FD4DC4AF044BB996AA9F43FADCF997,Iburger Ufer,
42540039_42540019.01,05410,Straße des 17. Juni,I,B,STRA,B,Mitte,Tiergarten,0,42540039,42540019,156.41,20100101,291B509535B3415289641258378FF4F7,Straße des 17. Juni,B2/B5
39570029_40570007.01,05420,Heckerdamm,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,39570029,40570007,550.63,20100101,AB44417DC32E45088E5A612C33D8CC36,Heckerdamm,
40570007_40570003.01,05420,Heckerdamm,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570007,40570003,413.42,20100101,99F281F35E2C40DBBA0C178285086DDF,Heckerdamm,
41560017_41560018.01,05613,Tunnel Beusselstraße,V,N,TUN,B,Mitte,Moabit,-2,41560017,41560018,34.92,20120801,EB99E8FC453646E9947A1DEBE22D269C,Tunnel Beusselstraße,
41570005_41570006.01,05613,Tunnel Beusselstraße,V,N,TUN,B,Mitte,Moabit,-2,41570005,41570006,46.24,20120801,116168B436E24871AA04DBFD6FAE1B7C,Tunnel Beusselstraße,
41570001_41570007.01,05628,Zufahrtstraße zum Großmarkt,V,N,ZUFA,B,Mitte,Moabit,0,41570001,41570007,136.96,20100101,0C8C6531C24D4020828948C29C86FE4D,Zufahrtstraße zum Großmarkt,
41570008_41570005.01,05628,Zufahrtstraße zum Großmarkt,V,N,ZUFA,B,Mitte,Moabit,0,41570008,41570005,119.86,20100101,0C875A16669F4F28B1BFDE6628AA7453,Zufahrtstraße zum Großmarkt,
41560019_41560017.01,05628,Zufahrtstraße zum Großmarkt,V,N,ZUFA,B,Mitte,Moabit,0,41560019,41560017,109.87,20100101,355C1E2963E14CF396AEC21F66F2B97F,Zufahrtstraße zum Großmarkt,
41560018_41570001.01,05628,Zufahrtstraße zum Großmarkt,V,N,ZUFA,B,Mitte,Moabit,0,41560018,41570001,244.33,20100101,DAA8DFF561BD45D6AE7D1479C53B365C,Zufahrtstraße zum Großmarkt,
41570006_41560009.01,05628,Zufahrtstraße zum Großmarkt,V,N,ZUFA,B,Mitte,Moabit,0,41570006,41560009,188.15,20100101,520993E74BC34461A0B53E44F97A37BB,Zufahrtstraße zum Großmarkt,
41560020_41560008.01,05628,Zufahrtstraße zum Großmarkt,V,N,ZUFA,B,Mitte,Moabit,0,41560020,41560008,148.55,20100101,CCB553EF003C4447AB78F3A6572FF193,Zufahrtstraße zum Großmarkt,
41560008_42570004.01,05629,Zufahrtstraße zum Westhafen,V,N,ZUFA,B,Mitte,Moabit,0,41560008,42570004,992.37,20100101,8727D489104D492FA52D3150C908DB2E,Zufahrtstraße zum Westhafen,
41550039_41550041.01,05679,Heisenbergstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550039,41550041,163.6,20100101,1B2FCAD80E374AC9BA0A2E910871C92E,Heisenbergstraße,
42540019_42540022.01,05775,Bremer Weg,V,F,FUWE,B,Mitte,Tiergarten,0,42540019,42540022,456.8,20100101,F22AA2C0645A403398F9085AE5F4E37D,Bremer Weg,
42540024_42540025.01,05775,Bremer Weg,V,F,FUWE,B,Mitte,Tiergarten,0,42540024,42540025,203.2,20100101,2F882228FCF44583A9CA1DE7A9B64AF9,Bremer Weg,
40570011_40570010.01,06244,KGA Degenhof,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570011,40570010,168.22,20120801,D2B5DC650DE94EF683DEE49C0E2C7F34,KGA Degenhof,
40570010_40570012.01,06244,KGA Degenhof,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570010,40570012,122.61,20120801,F80563985F7B4F1A9877CC8698B2E84C,KGA Degenhof,
40570013_40570010.01,06244,KGA Degenhof,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570013,40570010,181,20120801,D51C8FC099B54FC7BE6B44F07769CFFC,KGA Degenhof,
40560018_40570015.01,06350,KGA Frischer Wind,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40560018,40570015,152.76,20120801,E1C475DC4FE8438285B706A35FBA5158,KGA Frischer Wind,
40570015_40570016.01,06350,KGA Frischer Wind,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570015,40570016,43.23,20120801,FE482F55AB244FA29AF59503E12B7852,KGA Frischer Wind,
40570017_40570015.01,06373,KGA Gemütlichkeit,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570017,40570015,358.89,20120801,1265D720E90B4DB090D75478502C0B9D,KGA Gemütlichkeit,
40570018_40570017.01,06373,KGA Gemütlichkeit,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570018,40570017,59.36,20120801,F267579626204CCF9EC89EE2EA4FAAAC,KGA Gemütlichkeit,
40560018_40570018.01,06373,KGA Gemütlichkeit,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40560018,40570018,416.11,20120801,918F949374B64867A3C2B4AA554E29E5,KGA Gemütlichkeit,
40570019_40570020.01,06414,KGA Gute Hoffnung,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570019,40570020,160.09,20120801,8791F24442EB4B5382B285C370AD205D,KGA Gute Hoffnung,
40570020_40570007.01,06414,KGA Gute Hoffnung,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570020,40570007,390.57,20120801,AA61234B8C1D4AE69B42FC0F14D8DBF5,KGA Gute Hoffnung,
40570013_40570021.01,06443,KGA Heideschlößchen,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570013,40570021,358.69,20120801,886BE2A5607F4F00BED0FBFB8180BB1D,KGA Heideschlößchen,
40570012_40570008.01,06443,KGA Heideschlößchen,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570012,40570008,125.82,20120801,F53F6F32523F4778B72CF271A2EF5B67,KGA Heideschlößchen,
40570022_40570013.01,06443,KGA Heideschlößchen,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570022,40570013,175.26,20120801,786FB9FE94DB498D8C977C75A64F0A3C,KGA Heideschlößchen,
39570040_40570015.01,06445,KGA Heimat,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,39570040,40570015,188.69,20120801,2BEEB1B61B0E4ACB810271034B176181,KGA Heimat,
40570023_40570024.01,06472,KGA Juliusruh,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570023,40570024,403.97,20120801,FF5A5E87167349A380A6D29EF10272A8,KGA Juliusruh,
40570016_40570023.01,06472,KGA Juliusruh,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570016,40570023,31.13,20120801,FEDF7067B225454282F6CB58E87331E2,KGA Juliusruh,
40570023_40570020.01,06472,KGA Juliusruh,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570023,40570020,48.81,20120801,5D3FB75A452940B2B956A19A502A4C28,KGA Juliusruh,
40570025_40570023.01,06472,KGA Juliusruh,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570025,40570023,135.91,20120801,BEA5C0C51B194B95879F0DE3C463B9A6,KGA Juliusruh,
40570027_40570026.01,06483,KGA Karlshofer Wiese,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570027,40570026,314.81,20120801,FDD43AFDD88A41EDA27935F7EF926D16,KGA Karlshofer Wiese,
40570017_40570021.01,06532,KGA Loewe,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570017,40570021,395.86,20120801,56BD50C3D85B4912AAE7CC0C6545D66B,KGA Loewe,
40570021_40570008.01,06532,KGA Loewe,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570021,40570008,114.55,20120801,A189EEB6BF014467B456A237051035AE,KGA Loewe,
40550047_40550043.01,06550,KGA Habsburger Ufer,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550047,40550043,60.71,20120801,FBC6E9B69BCE4D1D9DDBDC329FE5D3DB,KGA Habsburger Ufer,
40570022_40570026.01,06596,KGA Olympia,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570022,40570026,439.78,20120801,DED7CBE06C1241088AFF97B48544748D,KGA Olympia,
41550045_41550034.01,06609,KGA Pascalstraße,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550045,41550034,295.59,20120801,3AA121845AF246BA9B8A8DA7D6B4B76A,KGA Pascalstraße,
40550048_40550029.01,07080,Mierendorffplatz,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550048,40550029,78.35,20100101,C4B076186AD64D459F27109218130705,Mierendorffplatz,
40550045_40550029.01,07080,Mierendorffplatz,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550045,40550029,85.38,20100101,5C855578625A4E0A9C6A9A2059F58184,Mierendorffplatz,
41560008_41560007.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41560008,41560007,109.08,20100101,5B4E715EA8534400B56CC697FFAA1ABB,Beusselstraße,
40550015_40550019.01,01009,Dovestraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550015,40550019,79.73,20100101,4AADA9A91FD84A58AF44C270871FF831,Dovestraße,
42570003_42570012.01,07263,Föhrer Brücke,II,G,STRA,B,Mitte,Moabit,0,42570003,42570012,98.09,20100101,3ADAE68358FD4463A8F9F7283C95C944,Föhrer Brücke,
41550029_41550012.01,01646,Gotzkowskystraße,III,G,STRA,B,Mitte,Moabit,0,41550029,41550012,86.8,20100101,A0EAC7E66259487B895B9C290D9A1D4E,Gotzkowskystraße,
42550015_42550038.01,00100,Altonaer Straße,II,G,STRA,B,Mitte,Moabit,0,42550015,42550038,74.58,20100101,A5DA6FB34D364E95A6FD21DAA92EAE5E,Altonaer Straße,
40550020_40550001.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Mitte,Moabit,0,40550020,40550001,87.94,20100101,9F98E36212BB4212AD69C55B17DC458E,Kaiserin-Augusta-Allee,
42550046_42550017.01,02757,Lessingstraße,II,G,STRA,B,Mitte,Moabit,0,42550046,42550017,92.7,20100101,0ABABBE3418E4A63BEDC827D8C0AA131,Lessingstraße,
41540006_41540013.01,02944,Marchstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540006,41540013,77.85,20100101,7EECF9C1BF4B4533B80BB4FD334B27DC,Marchstraße,
42550042_42550023.01,02415,Kirchstraße,IV,G,STRA,B,Mitte,Moabit,0,42550042,42550023,90.28,20100101,8BE31192020445DCA683CF22C44D9D0C,Kirchstraße,
41570002_41570003.01,04119,Seestraße,II,G,AUBA,B,Mitte,Moabit,0,41570002,41570003,55.97,20131204,373E1A0700284631B8BC3E002DAAF1F0,Seestraße,
41570004_42570013.01,04119,Seestraße,II,G,STRA,B,Mitte,Moabit,0,41570004,42570013,91.17,20100101,AFE13ADFF594466C95E9B353F28FE82D,Seestraße,
40560007_40560004.01,01484,Gaußstraße,III,G,STRA,B,Mitte,Moabit,0,40560007,40560004,86.59,20100101,66A701A6B15D4464A8E23A204FA26A42,Gaußstraße,
41570019_41570001.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41570019,41570001,62.87,20100101,3117EFBC0D8E488095187A4E064585DC,Beusselstraße,
41570018_41570020.01,00543,Beusselstraße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,41570018,41570020,41.1,20100101,DFCF2E858BC94C35B12D3865BDBF23BE,Beusselstraße,
43550038_43540028.01,07828,Schloßpark Bellevue,V,F,PARK,B,Mitte,Tiergarten,0,43550038,43540028,553.88,20100101,69C9B9590E994ED79987E263B938C8B4,Schloßpark Bellevue,
42540028_42540029.01,07861,Großer Tiergarten,V,F,PARK,B,Mitte,Tiergarten,0,42540028,42540029,100.6,20100101,ED6CBCDEAF3C431D8D7C1D49E63046A5,Großer Tiergarten,
42540029_42540030.01,07861,Großer Tiergarten,V,F,PARK,B,Mitte,Tiergarten,0,42540029,42540030,45.71,20100101,DE59BAB69BD348D58D37312FEFFA1C8F,Großer Tiergarten,
42540030_42540025.01,07861,Großer Tiergarten,V,F,PARK,B,Mitte,Tiergarten,0,42540030,42540025,46.39,20100101,827F2F37F9374DCABA92645C56B24C4B,Großer Tiergarten,
42540025_42540031.01,07861,Großer Tiergarten,V,F,PARK,B,Mitte,Tiergarten,0,42540025,42540031,107.22,20100101,5D2A29725A0847C6A967B7E447AC074F,Großer Tiergarten,
42540032_43540060.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,42540032,43540060,244.25,20100101,27628EA8E6904F419C6D423EEBC5B244,Englischer Garten,
42540033_43540060.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,42540033,43540060,18.46,20100101,33499B389737475980E07BF640B9DDD4,Englischer Garten,
42540028_42540033.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,42540028,42540033,118.22,20100101,0A364E6C14BD4F22962FA57EE241CE64,Englischer Garten,
43540060_43540061.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,43540060,43540061,31.37,20100101,455376D49ADC475B92C9A792B2ADFBF6,Englischer Garten,
43540061_43540062.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,43540061,43540062,135.78,20100101,84780079011A43E9907559651B1FA660,Englischer Garten,
42540032_42550049.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,42540032,42550049,144.23,20100101,C67C3F8F85994E83A1673AC7929E0CCB,Englischer Garten,
42550048_42550049.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Hansaviertel,0,42550048,42550049,97.43,20100101,95D78D1511BE4A45ACDB0AA6BD2AEA2F,Englischer Garten,
42550049_43550038.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,42550049,43550038,199.43,20100101,4EA0B4B804B241D484BE38B8005A0ABD,Englischer Garten,
43550038_43550037.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,43550038,43550037,38.31,20100101,A1A1BF84C8AB485CA1941497B17A298A,Englischer Garten,
42540014_42540032.01,08065,Englischer Garten,V,F,PARK,B,Mitte,Tiergarten,0,42540014,42540032,290.21,20100101,B95F3263D6004541B3A5F35B4F7DBFF6,Englischer Garten,
42550030_42550031.01,08114,Essener Park,V,F,PARK,B,Mitte,Moabit,0,42550030,42550031,88.48,20100101,7B3345C75605418790E59D61A0FEC72B,Essener Park,
42550032_42550007.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550032,42550007,203.4,20100101,344B9998281042BDB5B70F1A417AC202,Kleiner Tiergarten,
42550007_42550033.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550007,42550033,190.55,20100101,5B0B27AC3A3E4499A78C54165C34E444,Kleiner Tiergarten,
42550028_42550034.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550028,42550034,163.61,20100101,1FD6BE3C4D8649B0BD69B7C9A37C9259,Kleiner Tiergarten,
42550034_42550025.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550034,42550025,37.63,20100101,AEF8D1DF9E5740B1A8A78241EC227083,Kleiner Tiergarten,
42550034_42550033.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550034,42550033,76.2,20100101,628D10171CBF4636AC1BD7BEB470B105,Kleiner Tiergarten,
42550033_42550035.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550033,42550035,40.77,20100101,D2D3C955F074428AADEBF1F16CF5F5FB,Kleiner Tiergarten,
42550033_42550036.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550033,42550036,211.37,20100101,5DE0C75AE34447028CC67945B2A49E14,Kleiner Tiergarten,
42540034_42540035.01,08117,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,V,F,PARK,B,Mitte,Tiergarten,0,42540034,42540035,299.53,20100101,83EAD904EEA2467A83BBE4FCDB3EFE9B,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,
42540034_42540036.01,08117,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,V,F,PARK,B,Mitte,Tiergarten,0,42540034,42540036,48.78,20100101,2D0A04B6FCDA4C8CAF61672617564385,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,
42540019_42540036.01,08117,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,V,F,PARK,B,Mitte,Tiergarten,0,42540019,42540036,392.22,20100101,3313D643815F4DC88C3AFBCF85383F04,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,
42540015_42540034.01,08117,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,V,F,PARK,B,Mitte,Tiergarten,0,42540015,42540034,297.9,20100101,BE1D3F3AEFDB43CA8B05596A193ED23E,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,
42540036_42540037.01,08117,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,V,F,PARK,B,Mitte,Tiergarten,0,42540036,42540037,338.91,20100101,E18275D246D54EB7A8D2BF2E605EE467,Ruhegarten Tiergarten, zw. Altonaer S. u. Str. D. 17. Juni,
41540033_41540029.01,09200,Herbert-Lewin-Platz,V,N,PLAT,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540033,41540029,28.14,20120801,D46C9B73C096434EAC5D6C02749514D3,Herbert-Lewin-Platz,
41540017_41540034.01,09240,Otto-Dibelius-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540017,41540034,117.32,20100101,0132FCB4872E4AB7AEC9DD10B01654EC,Otto-Dibelius-Straße,
41550046_41550036.01,09419,Clara-von-Simson-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550046,41550036,115.85,20100101,C8B30E1EA33742A388ACD44D571BC08F,Clara-von-Simson-Straße,
