ELEM_NR,STRSCHL,STR_NAME,STRKLASSE1,STRKLASSE,STRKLASSE2,VRICHT,BEZIRK,STADTTEIL,EBENE,VON_VP,BIS_VP,LAENGE,GILT_VON,OKSTRA_ID,alias,STR_BEZ
42550001_42550002.02,00025,Agricolastraße,V,G,STRA,B,Mitte,Moabit,0,42550001,42550002,151.38,20141204,3D767245EF194263A4774CA2E4ED53B1,Agricolastraße,
42550002_42550015.02,01826,Hansa-Ufer,V,G,STRA,B,Mitte,Moabit,0,42550002,42550015,119,20141204,D65689B3753A4A918941E9AB58B4CC44,Hansa-Ufer,
42550001_42550019.02,04209,Solinger Straße,V,G,STRA,B,Mitte,Moabit,0,42550001,42550019,113.79,20141204,6B52294560E74B20BAB8C0E32CB86171,Solinger Straße,
41550002_42550001.02,00025,Agricolastraße,V,G,STRA,B,Mitte,Moabit,0,41550002,42550001,156.93,20141204,D5383060092145C5AEFC56860F8E13D2,Agricolastraße,
42550039_42550040.03,01827,Hanseatenweg,V,G,STRA,B,Mitte,Hansaviertel,0,42550039,42550040,266.87,20141204,D0E30A57257F4C4D8808B49799C4C9C7,Hanseatenweg,
42540008_42540009.03,01784,Händelallee,V,G,STRA,R,Mitte,Hansaviertel,0,42540008,42540009,608.83,20141204,D4B2288491604B94A2464508BBDC65E4,Händelallee,
42540007_42540013.02,03965,Schleswiger Ufer,V,G,STRA,B,Mitte,Hansaviertel,0,42540007,42540013,75.14,20141204,B74221D4299645CA91DA9E2334D2109E,Schleswiger Ufer,
42540007_42540004.02,01309,Flotowstraße,V,G,STRA,B,Mitte,Hansaviertel,0,42540007,42540004,195.36,20141204,7DC9A9F21A7144DBBFF74F8DDAE54C21,Flotowstraße,
42540012_42540007.02,03965,Schleswiger Ufer,V,G,STRA,B,Mitte,Hansaviertel,0,42540012,42540007,128.97,20141204,665B13A819834731ACB8C943F0700022,Schleswiger Ufer,
42540012_42540003.02,04170,Siegmunds Hof,V,G,STRA,B,Mitte,Hansaviertel,0,42540012,42540003,236.69,20141204,8D44960E89C945B89F0D7CBC68AAB6E7,Siegmunds Hof,
42550042_42550047.02,02066,Holsteiner Ufer,V,G,STRA,B,Mitte,Hansaviertel,0,42550042,42550047,87.59,20141204,9DBD64DBC3D3432B96DDEC18BEF27627,Holsteiner Ufer,
42550044_42550042.02,02066,Holsteiner Ufer,V,G,STRA,R,Mitte,Hansaviertel,0,42550044,42550042,267.58,20141204,94D18729B4D4497085EB430FABFF085F,Holsteiner Ufer,
42550046_42550054.01,02066,Holsteiner Ufer,V,F,FUWE,B,Mitte,Hansaviertel,0,42550046,42550054,31.93,20141204,B512B300A2134590B36FC14E458222EF,Holsteiner Ufer,
42550054_42550044.01,02066,Holsteiner Ufer,V,G,STRA,B,Mitte,Hansaviertel,0,42550054,42550044,165.8114,20141204,EC29CBFAE23E4D55A906DA1BCF8B8F46,Holsteiner Ufer,
42550044_42550043.02,00872,Claudiusstraße,V,G,STRA,B,Mitte,Hansaviertel,0,42550044,42550043,245.7,20141204,2B01FCA52A99411393FFD2A23F3632C7,Claudiusstraße,
42550043_42550041.02,01299,Flensburger Straße,V,G,STRA,B,Mitte,Hansaviertel,0,42550043,42550041,125.75,20141204,8F745D7A594C42B4AA72E267F9CF33FB,Flensburger Straße,
42550045_42550043.02,01299,Flensburger Straße,V,G,STRA,B,Mitte,Hansaviertel,0,42550045,42550043,278.94,20141204,39F7D318C3204669ABD9A59ED6991922,Flensburger Straße,
43550015_43550002.02,04478,Thomasiusstraße,V,G,STRA,B,Mitte,Moabit,0,43550015,43550002,359.03,20141204,F38B4FB56DD44E02B1335D95694A71FC,Thomasiusstraße,
42550023_43550015.02,01923,Helgoländer Ufer,V,G,STRA,B,Mitte,Moabit,0,42550023,43550015,120.84,20141204,B757BAE1ECA94D90B89B862E78D84965,Helgoländer Ufer,
43550015_43550009.02,01923,Helgoländer Ufer,V,G,STRA,B,Mitte,Moabit,0,43550015,43550009,133.83,20141204,7E6D576B27574049B1D60E0363A9BC24,Helgoländer Ufer,
42560002_42560001.03,00574,Birkenstraße,IV,G,STRA,B,Mitte,Moabit,0,42560002,42560001,67.33,20141204,C58C51CBC97F4EF6A38F1DA472FDBA26,Birkenstraße,
42560002_42560011.03,00727,Bremer Straße,IV,G,STRA,B,Mitte,Moabit,0,42560002,42560011,120.17,20141204,C7B85C5271434B708ED7BF89531D28D8,Bremer Straße,
41560006_41560021.02,04173,Siemensstraße,II,G,STRA,B,Mitte,Moabit,0,41560006,41560021,96.47,20150714,87C621741F8248D2929EF4F4106724DF,Siemensstraße,
41560021_41560014.02,04173,Siemensstraße,V,G,STRA,B,Mitte,Moabit,0,41560021,41560014,149.78,20150714,99690ED5035845DCAE196B6353E643EB,Siemensstraße,
41560021_42560031.02,10613,Erna-Samuel-Straße,II,N,STRA,B,Mitte,Moabit,0,41560021,42560031,852.82,20150714,0DBEF9C79CB54CA4AB654FFB5A88B1C0,Erna-Samuel-Straße,
42560031_43560019.02,09935,Ellen-Epstein-Straße,II,G,STRA,B,Mitte,Moabit,0,42560031,43560019,1086.23,20150714,F5FCE136BF154C48BBE58B18A6298849,Ellen-Epstein-Straße,
42560024_42560031.02,09935,Ellen-Epstein-Straße,IV,G,STRA,B,Mitte,Moabit,0,42560024,42560031,98.35,20150714,F72A34DD3B2F49D4A0B48BB1CF640C32,Ellen-Epstein-Straße,
43550037_43540006.02,00479,Bellevue-Ufer,V,F,FUWE,B,Mitte,Tiergarten,0,43550037,43540006,401.22,20150814,95AAA7E3149A4D27B5C438BC871EB361,Bellevue-Ufer,
